band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,685344260.0,600095900.0,777095700.0,22.937462,19.237597,27.805487,57630782.0
5,1720905300.0,1589507800.0,1857453400.0,7.1616364,6.278728,8.114003,57630782.0
8,1589683800.0,1483642600.0,1698855600.0,4.965143,4.374576,5.5784855,57630782.0
11,1406790700.0,1320917100.0,1494175100.0,3.765583,3.4026806,4.146911,57630782.0
14,413641380.0,379687360.0,448736300.0,8.555159,7.6030207,9.561466,57630782.0
18,86584970.0,79468390.0,94221070.0,8.942694,7.1178703,11.266998,57630782.0
21,33660616.0,30530904.0,37075056.0,11.999883,8.983744,16.47326,57630782.0
24,16528046.0,14294029.0,19005382.0,28.78075,22.489761,36.190422,57630782.0
27,7214117.5,6049044.5,8504491.0,41.735855,32.77802,52.597347,57630782.0
31,222565.25,178076.02,283958.25,79.63788,42.82666,217.25969,57630782.0
