band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,99231.0,0.5,-0.9,0.0022954700148665,0.0,0.51,-0.9,0.002526356812531339,0.0018972299274759297,0.0,502354
3,110499.0,0.3,-0.6,0.0024095021655587,25.0,0.3,-0.59,3.134501080851985e-05,0.0013646207030104662,25.0,943984
5,1094491.0,0.4,-1.2,0.0162700763621472,0.0,0.43,-1.2,1.3544244148961317,0.013538275603044214,0.0,9618
6,552872.0,0.4,-1.1,0.0127619385951724,100.0,0.4,-1.13,0.5527512530038943,0.010530586051872397,0.0,17277
8,3583528.0,0.3,-0.9,0.0037023881548132,50.0,0.3,-0.95,0.005886957004766985,0.0019118388954050825,0.0,503932
9,5376893.0,0.6,-1.1,0.0049409736458036,25.0,0.5,-1.06,0.022932491574121736,0.003362956974792719,0.0,168027
11,6813712.0,0.2,-0.9,0.0074719515966935,150.0,0.19,-0.9,2.711861904963402e-06,0.005589135066172979,50.0,59886
12,22438943.0,0.1,-0.4,0.0059258859605106,100.0,0.07,0.0,2.320345571036112e-23,0.004769192171219738,0.0,83200
14,12633705.0,0.1,-0.2,0.0060954503904573,150.0,0.1,-0.2,1.5115715667663675e-16,0.0060954503904573,150.0,49350
16,8261428.0,0.1,-0.1,0.0085207004955347,500.0,0.08,0.2,3.5783612893297235e-23,0.0072149867633144096,400.0,36304
