filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,23.807521862174394,18.785254841310287,30.747662706361194,5.610622399019503,2.4395263067918735,32.89296041350551,196608000.0,"(2.0, 0.5, 0.044)"
1,5.429974814430993,4.218070297133697,7.179697908831132,8.194879800400573,3.4002792351883966,59.30255238277407,196608000.0,"(2.0, 0.5, 0.065)"
2,1.2714515746616464,0.9723885510623682,1.7026760236156655,10.514227747117992,4.390004261993116,56.97539390091533,196608000.0,"(2.0, 0.5, 0.096)"
3,0.32446218252339315,0.2302411113533694,0.6493742899672126,30.116787106037876,6.351788927623489,266.62095931967696,196608000.0,"(2.0, 0.5, 0.141)"
4,0.07569598157915752,0.04899042452302663,0.15816078201166617,40.34423816478327,9.440216492218143,298.4737388991861,196608000.0,"(2.0, 0.5, 0.208)"
5,32.277841843447106,25.82246656972165,40.22410895857612,6.244556340647607,2.334400053580253,31.309672351675257,196608000.0,"(2.0, 0.5, 0.306)"
6,7.544956192664695,5.816212430447297,10.233244603590785,8.714435563510598,3.5584529272359275,64.69131879475674,196608000.0,"(2.0, 0.5, 0.45)"
7,1.8856804099172615,1.4034643837440592,3.6854462391155884,22.288831665151132,5.006911580362315,264.312883983173,196608000.0,"(2.0, 1.0, 0.044)"
8,0.42605229137388406,0.2905507784714095,0.793683763091063,28.137059440302952,6.635847080218272,208.91507535109443,196608000.0,"(2.0, 1.0, 0.065)"
9,0.10605391758973771,0.06998417913334988,0.2502713417664586,55.49261628367972,8.58675583773205,357.872973238949,196608000.0,"(2.0, 1.0, 0.096)"
10,23.30937934024268,18.155624683455216,32.844363776224995,8.156564308499766,2.9079484751672124,63.20923035511495,196608000.0,"(2.0, 1.0, 0.141)"
11,5.203323527323623,3.8619389711068517,6.815746872025944,9.499843433047612,4.237018657846336,47.709935093489875,196608000.0,"(2.0, 1.0, 0.208)"
12,1.2257986228642967,0.8704795531134314,1.7384741462870439,14.43392289216613,6.132501734369357,69.72640841939464,196608000.0,"(2.0, 1.0, 0.306)"
13,0.2974110126203562,0.21324014404798194,0.46514966638362354,23.009704696226482,7.878003708118413,149.92532933914592,196608000.0,"(2.0, 1.0, 0.45)"
14,0.0807482359284506,0.052758979372068984,0.1529427725800133,36.21500713651679,10.537004103544866,224.49217104493488,196608000.0,"(3.0, 0.5, 0.044)"
15,27.465901716923405,21.18502167061491,35.872381701960904,8.486463996927643,3.3284101426184467,40.36851537443595,196608000.0,"(3.0, 0.5, 0.065)"
16,6.263591627976329,4.669794129879238,8.45256137686509,13.33809220793157,4.814265683648353,69.98693599022157,196608000.0,"(3.0, 0.5, 0.096)"
17,1.458755820284433,1.011769002689258,3.0628290162794394,31.423549329859156,7.280565885759193,290.37645037377587,196608000.0,"(3.0, 0.5, 0.141)"
18,0.34892950414099533,0.21730620291413516,0.5684429199630218,32.51752886031805,9.862506133138998,144.6790924998295,196608000.0,"(3.0, 0.5, 0.208)"
19,0.09338749894681256,0.05852565912998814,0.22135889265855535,70.71017064752019,11.69519363828113,372.3118079022847,196608000.0,"(3.0, 0.5, 0.306)"
