filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,104.75192,79.17134,144.73082,9.756392,3.3553905,53.3057,160000000.0,"(2.0, 0.5, 0.044)"
1,44.688686,33.397083,65.19383,15.381451,3.886639,124.98791,160000000.0,"(2.0, 0.5, 0.065)"
2,19.629204,14.301214,29.159916,20.022379,4.7702937,139.8528,160000000.0,"(2.0, 0.5, 0.096)"
3,7.4163656,5.2225766,13.065188,27.64342,5.379395,179.51541,160000000.0,"(2.0, 0.5, 0.141)"
4,3.1777956,2.1393108,6.415463,37.375984,6.4848466,279.4215,160000000.0,"(2.0, 0.5, 0.208)"
5,0.9182585,0.59712803,2.0313475,53.13364,5.832935,328.75552,160000000.0,"(2.0, 0.5, 0.306)"
6,0.5815013,0.3919702,1.4776993,61.5477,5.7967253,374.79242,160000000.0,"(2.0, 0.5, 0.45)"
7,135.91377,104.68336,182.71121,10.395148,3.5620334,62.887478,160000000.0,"(2.0, 1.0, 0.044)"
8,58.51669,43.111374,92.27136,16.282785,3.8721788,119.732285,160000000.0,"(2.0, 1.0, 0.065)"
9,28.640982,20.81962,52.89707,27.145056,4.63166,234.63905,160000000.0,"(2.0, 1.0, 0.096)"
10,11.196692,8.007415,21.0163,29.195446,5.4935017,225.7635,160000000.0,"(2.0, 1.0, 0.141)"
11,4.1696367,2.7961855,8.138825,35.0285,5.9914465,251.40207,160000000.0,"(2.0, 1.0, 0.208)"
12,1.5553946,1.0224743,3.6483562,59.593884,6.8830295,354.81097,160000000.0,"(2.0, 1.0, 0.306)"
13,0.58937305,0.4132001,1.3592975,56.235786,5.394934,344.04855,160000000.0,"(2.0, 1.0, 0.45)"
14,103.26244,78.80837,150.00531,12.760425,4.029715,88.14721,160000000.0,"(3.0, 0.5, 0.044)"
15,46.23726,34.27758,64.5734,12.8415785,4.202002,86.5753,160000000.0,"(3.0, 0.5, 0.065)"
16,20.037388,14.5119095,35.047028,25.472736,4.9760156,207.56424,160000000.0,"(3.0, 0.5, 0.096)"
17,8.319288,5.7463126,14.736124,29.537373,6.7026873,205.51164,160000000.0,"(3.0, 0.5, 0.141)"
18,3.2307115,2.080925,6.7776895,46.367184,7.3137407,294.5928,160000000.0,"(3.0, 0.5, 0.208)"
19,0.96752053,0.64389277,2.503243,74.60835,6.9569793,418.4444,160000000.0,"(3.0, 0.5, 0.306)"
20,0.34831363,0.22771205,1.0194739,94.94666,5.792669,481.23706,160000000.0,"(3.0, 0.5, 0.45)"
21,111.1275,83.93578,174.69623,14.755602,4.438743,118.81765,160000000.0,"(3.0, 1.0, 0.044)"
22,49.90227,36.680264,77.24,15.803743,4.185438,123.64474,160000000.0,"(3.0, 1.0, 0.065)"
23,23.767887,17.83056,44.81133,26.129862,5.4001036,225.3022,160000000.0,"(3.0, 1.0, 0.096)"
24,9.408416,6.407953,21.467014,47.407227,6.4123626,333.5643,160000000.0,"(3.0, 1.0, 0.141)"
25,3.8262506,2.568938,7.8837805,43.596165,7.582922,249.40425,160000000.0,"(3.0, 1.0, 0.208)"
26,1.2694466,0.80751073,3.3927772,95.968765,7.9130754,436.35748,160000000.0,"(3.0, 1.0, 0.306)"
27,0.3788139,0.24498002,1.0631245,95.2694,6.1221805,465.1679,160000000.0,"(3.0, 1.0, 0.45)"
28,95.73262,74.029205,135.1938,11.693912,3.753717,73.81252,160000000.0,"(4.0, 0.5, 0.044)"
29,42.464394,31.035038,66.53642,16.30955,4.5623474,122.87516,160000000.0,"(4.0, 0.5, 0.065)"
30,19.2017,13.834638,30.125235,18.21451,5.225444,135.4564,160000000.0,"(4.0, 0.5, 0.096)"
31,7.875181,5.4045815,15.215401,30.44923,6.201187,224.10632,160000000.0,"(4.0, 0.5, 0.141)"
32,3.103922,2.0707543,6.7461333,49.029716,6.710369,342.77768,160000000.0,"(4.0, 0.5, 0.208)"
33,0.9956717,0.6337305,3.1543882,125.8,7.045384,519.0793,160000000.0,"(4.0, 0.5, 0.306)"
34,0.30910185,0.2000571,1.3567814,264.1438,5.301933,650.35187,160000000.0,"(4.0, 0.5, 0.45)"
35,102.45844,76.45684,158.71657,14.962904,4.263845,91.48724,160000000.0,"(4.0, 1.0, 0.044)"
36,46.47148,35.579243,69.38892,13.545034,4.005024,100.44378,160000000.0,"(4.0, 1.0, 0.065)"
37,20.133867,14.127749,38.009876,31.319244,5.2636642,252.02162,160000000.0,"(4.0, 1.0, 0.096)"
38,9.355118,6.4626303,21.20796,50.02395,6.2896094,363.68488,160000000.0,"(4.0, 1.0, 0.141)"
39,3.5068789,2.3090658,8.03758,59.239403,7.085626,353.32535,160000000.0,"(4.0, 1.0, 0.208)"
40,1.1221639,0.6934698,3.0318625,89.0051,7.6073713,445.71695,160000000.0,"(4.0, 1.0, 0.306)"
41,0.3166524,0.2084502,1.2136631,173.5785,5.9975123,590.1564,160000000.0,"(4.0, 1.0, 0.45)"
