band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,best_augmented_var,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,290481892974556.25,290481892974556.25,221153935360470.53,201883919494433.7,187606557270896.62,176125903271873.9,158535695459350.2,144422942655709.8,132522131967319.84,121787827215664.8,112413073127322.78,90418552811723.84,0.0070548887989571,0.0089491414730358,0.0145014314633702,0.0189908005180367,0.023174378652961,0.0333222588159539,0.0439892521591589,0.0538163362054804,0.0634241418183509,0.0724630865548899,0.096435825774633,0.027688483382728557,0.02065587306558503,0.01449478238563462,0.008949141473035827,0.00705488879895716,,,,,
5,457324141300332.6,457324141300332.6,312373467132423.9,241131982810367.25,200960252044485.03,174685395176925.1,143037960246473.84,125106687031808.4,113843617019540.14,106086337801742.05,100168205555305.38,87397613815513.97,0.0172504873982627,0.0172504873982627,0.0172504873982627,0.0151348998828718,0.010578768842336,0.0106886657372667,0.0126351578075,0.0169679233151991,0.0192371704666225,0.0223857662827966,0.0336778253648716,0.012648116470092627,0.011506759356452845,0.010606760773148927,0.009650980970255543,0.01057876884233605,156521089888725.25,0.014895400979809681,0.019701723937191398,0.03516234558272502,0.03901521931904944
8,80896687420698.11,80896687420698.11,63931966874101.25,55615108201879.71,50567876410301.98,47106069619879.45,42616974328250.26,39733737444388.2,37724836140341.65,36219754522347.88,35073162797752.8,32696097135775.098,0.0071252082841582,0.0071252082841582,0.0071252082841582,0.0071252082841582,0.0071252082841582,0.0071252082841582,0.0056263185262247,0.0061809895976582,0.0071047280251242,0.0080273131028343,0.011721253193878,0.01358399123848597,0.011705497389022823,0.00963050711039165,0.007293883467838325,0.005626318526224762,41022034479863.445,0.00533917764331561,0.006673524793348928,0.008449806605282162,0.010594748119325814
11,8118773388848.815,8118773388848.815,7693571723521.429,7548863832170.454,7446751803967.127,7361758225193.573,7225633581290.621,7112354726967.356,7013755432305.576,6927032603113.878,6848529645621.0205,6645458298231.195,0.0069244898198245,0.00395269370479,0.0029562100639125,0.0023686201474537,0.0018373660232672,0.0021617666506149,0.0037458943978341,0.0053432901746695,0.0067667410170985,0.0080704628169869,0.011511718995762,0.0026894712549217215,0.002416491710052586,0.0021607115203322366,0.0019034907953903832,0.0018373660232672284,,0.0023538734797878824,0.002920523671774089,0.003876992537992452,0.0073538650038358355
14,205367930545635.0,205367930545635.0,190259785923373.3,182288327551764.47,176149537687886.53,170822221562465.3,161849557229813.44,154357364758525.3,147891721103724.56,142156260206863.75,136946861457273.2,123777497666097.72,0.0242385624091532,0.0260516102147894,0.0234991450178539,0.0214560080835061,0.0210649437080176,0.0228803852594616,0.0234143111530483,0.0231165336396883,0.0243168105672397,0.0252031119327627,0.0265071152046695,0.02211269322591225,0.021675858543644483,0.021487533292596242,0.021174762306409037,0.02081005015926593,205367930545635.0,0.020913602853296243,0.02140048839213493,0.021797360661481968,0.020723927052613944
17,388573155934066.5,388573155934066.5,377222357197183.4,370498465431801.44,364984845027285.44,360195251434356.56,351958709986303.44,344892661413970.06,338624792250966.56,332914019797455.7,327657599482375.8,313817664844928.44,0.0086165376187008,0.0091913515841708,0.0095705608230177,0.010022077964735,0.0101478289237151,0.0108209389067366,0.0113871707903285,0.0119093089382127,0.0124133623037796,0.0129211038046632,0.0141878215252272,0.00997776610881529,0.009929388522189025,0.00938705692377162,0.008887408279107084,0.008616537618700848,,,,,
20,105501761645936.2,105501761645936.2,101322422699165.42,99082664965249.69,97276705607847.23,95722346757315.64,93076305958600.4,90821563455303.23,88833651749036.47,87039373689431.3,85399074657733.78,81129516440490.69,0.0033229854075605,0.002566031857474,0.0022675777542063,0.0028325096321826,0.0033406541840564,0.0042687403520756,0.0051378677028396,0.0059678111101747,0.0067606942785957,0.0075092912008294,0.0095931341263616,0.0041969945064794095,0.0037734700165194916,0.0032960941599345372,0.0028078494349743494,0.002267577754206364,,0.0025660318574740604,0.003466432044707257,,
23,10325747762119.2,10325747762119.2,9938754859287.531,9757012819852.633,9614634450559.652,9493309759000.512,9288637322069.982,9114721300741.246,8961406505259.607,8823229353578.145,8696333395193.578,8365061408389.344,0.0027028783421355,0.0022648978485655,0.0010120006227627,0.0014680929053947,0.0017847020280017,0.0025598881760405,0.0034061124172422,0.0042775294686158,0.0051004514079799,0.0058806568502477,0.0080512448676754,0.002698012728950313,0.002243746936664317,0.001857545942887607,0.002103051442876369,0.0010120006227627987,,0.002264897848565539,0.0033943519630823538,,
26,4818804752607.261,4818804752607.261,4697396013228.635,4623841971400.236,4562888789666.626,4509284821483.745,4415882969087.907,4334735936827.758,4261957989580.6978,4195488828225.5728,4134012069461.415,3971839198207.4927,0.0003996630873828,0.001216580862377,0.001887192424773,0.0025168036989378,0.003205515072182,0.003664444810353,0.0045290701205268,0.0053600631160743,0.0061466718159511,0.0069028464748437,0.0090172826039676,0.0029232589460554473,0.0023995994970219814,0.0018527515686805746,0.0011804086138143266,0.00039966308738281775,,,,,
30,64015836146.25254,64015836146.25254,61725086227.34664,60421381139.42532,59354323423.27613,58425498539.530655,56824032209.90899,55444290017.43791,54216545645.95896,53102413253.73835,52077120399.38034,49397665869.12707,0.0029847473605019,0.0031865022972442,0.003896069484571,0.0044090850503553,0.0048763299265245,0.0059339969683235,0.0066610861409632,0.0075233137883099,0.00833958705342,0.0091140128679751,0.0111420929485747,0.005642192270807582,0.00507846066595468,0.0046749093460555224,0.0038527157910627705,0.002984747360501909,,,,,
