band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,best_augmented_var,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
<<<<<<< HEAD
2,74.89878,74.89878,64.41946,60.110817,57.04625,54.622166,50.863552,47.96983,45.593506,43.575115,41.817677,37.588863,0.0036839785504015,0.0043346495967424,0.0026935950317581,0.0036745157823346,0.0046583794116205,0.0061946295343567,0.0051438830399237,0.0062911936778331,0.0075830621538363,0.0089231818401224,0.0087144507931582,0.0037951862901118814,0.003317447904377803,0.002993410624739401,0.0024094647058259186,64.41946,0.002325854134468383,0.001742603206574378,0.002810299313650011,,
3,29.164696,29.164696,25.926888,24.509434,23.449781,22.584639,21.195286,20.089664,19.161427,18.361755,17.657143,15.936957,0.0058255904925802,0.0062857622827553,0.0028382715531796,0.0025127900773553,0.0034000062531764,0.0056540733934001,0.0044293071890499,0.0055232272158864,0.0067058036937753,0.006938718288908,0.0082600562533564,0.003938606726257218,0.00348601512283629,0.0030788210978437425,0.003043134954279797,24.509434,0.0024570616816661367,0.0017646156750513696,0.0023128354195101064,0.002449880286831907,
4,17.610868,17.610868,14.936693,13.980338,13.272003,12.698509,11.783984,11.063466,10.467591,9.958403,9.513645,8.443826,0.0093828109129207,0.0037982186199915,0.0074621259442371,0.0056469036703219,0.0035034420717093,0.0045038725534372,0.0066648870861211,0.0087311778357868,0.0094392886736542,0.0101235257336779,0.0084754596786152,0.005070303616218623,0.004775502054067356,0.004018106154372432,0.0036535638074565724,17.610868,0.003503442071709384,0.003888774631918168,0.00371383034558026,0.002167165164401519,0.0018258726731136266
5,14.123198,14.123198,11.726324,10.8368,10.163062,9.609426,8.722869,8.020134,7.4375587,6.9400616,6.507292,5.4788184,0.0099928935864971,0.0100967637586444,0.0060996646873979,0.0053216784872292,0.0061125344901893,0.0065457854111726,0.0076573218085558,0.008037549123076,0.0090151631900052,0.010020573442219,0.0098154904913987,0.006126443220864097,0.0063742387466420025,0.005897850958260505,0.005303904643346938,11.726324,0.005194004923192908,0.0047087308497175615,0.004460821555577067,0.0059957183456709195,
6,4.26652,4.26652,3.5472925,3.2664928,3.0569623,2.886146,2.614823,2.4020312,2.2262707,2.0765445,1.9465553,1.6389685,0.0138277690676068,0.0085681405635898,0.0111195603594553,0.0089736669150031,0.0060790570579933,0.0084151082818733,0.0070159764267078,0.0075162663593384,0.0084091413460079,0.008848348571744,0.0098567890304143,0.006833694412777543,0.006331102676298297,0.006085807391965153,0.005771982274900641,2.886146,0.005372900813027638,0.0063502784909659216,0.005662953033657492,0.008568140563589899,0.008135645664968605
7,0.9973231,0.9973231,0.8450779,0.7815222,0.7336513,0.6944398,0.63149494,0.58172536,0.5404557,0.50523645,0.4746041,0.40176925,0.0149578612886771,0.0136266166857061,0.0095872131255598,0.0102511256585159,0.0098942301175052,0.0068571920259973,0.0064504846002851,0.0070545414597265,0.0075928169636681,0.0081307007416581,0.0101500592628212,0.007271886409850487,0.006984130700353865,0.006584953355009535,0.006343518618856472,0.66089475,0.006150625551097633,0.006159517976151737,0.005678206015679969,0.0056271924772629545,0.0068147183810988166
8,0.37881282,0.37881282,0.31235176,0.2871652,0.26804617,0.2523458,0.22731394,0.20769107,0.19160889,0.17801218,0.16631056,0.13898829,0.017496524868381,0.0146284503037401,0.0145257582918042,0.0113623922244253,0.0135894871062144,0.0094662578983314,0.00834232181067,0.0087145071479698,0.0064735184101851,0.0070651811073474,0.0088753220083205,0.0075165325600818,0.007174507619007743,0.006830384926974603,0.006604079711652914,0.19928357,0.006473518410185184,0.006234797093000621,0.006274409484606169,0.005679472623576416,0.0070202954963828335
9,0.26798713,0.26798713,0.20407607,0.18153907,0.16507903,0.15200318,0.13192916,0.11684905,0.1048985,0.09512833,0.086965784,0.06892785,0.0226477943362397,0.0180044278906206,0.0143438957956733,0.0129889778853005,0.0129431107886618,0.0102399116831167,0.0066002095418083,0.0071427500562575,0.0056898461039527,0.0062390592162103,0.0074457639874823,0.006596951438405379,0.006294190136839425,0.0061107399558299,0.005889441153724189,0.11684905,0.005689846103952783,0.005252411236225302,0.005013449667399066,0.004846891180700183,0.004774147540692622
=======
2,74.89878,74.89878,64.419464,60.11081,57.046238,54.622166,50.863552,47.969833,45.593506,43.575115,41.81768,37.588863,0.0036839785399624,0.0043346570620039,0.0026936087534281,0.0036745034992873,0.0046583794258665,0.0061946295343567,0.0051438811589379,0.0062911937095186,0.0075830623326253,0.0089231787168591,0.0087144511491545,0.0037951862901118814,0.003317447904377803,0.002993410624739401,0.0024094687673981013,64.419464,0.002325857417956087,0.001742596859789558,0.002810299313650011,,
3,29.1647,29.1647,25.926886,24.509434,23.449785,22.584639,21.195286,20.089664,19.161425,18.361752,17.657143,15.936958,0.0058255826142377,0.0062857577116843,0.0028382715539373,0.0025127867532967,0.0034000063794911,0.0056540733890876,0.0044293071792539,0.0055232300334171,0.006705810439514,0.006938718292665,0.0082600547768028,0.003938606726257218,0.00348601512283629,0.0030788210978437425,0.003043134954279797,24.509434,0.0024570585914166325,0.0017646156750513696,0.002312831350442357,0.002449883101798722,
4,17.610867,17.610867,14.936693,13.980339,13.272004,12.698511,11.783986,11.063468,10.46759,9.958403,9.513645,8.443827,0.0093828064252083,0.0037982186298939,0.0074621221022181,0.0056469071870759,0.0035034491009262,0.0045038682574656,0.0066648801527308,0.0087311790607745,0.0094392886736542,0.0101235257336779,0.008475457035558,0.005070299615241171,0.004775506497595242,0.004018102676732187,0.0036535661079428183,17.610867,0.003503449100926259,0.003888773961777836,0.0037138330173752676,0.002167165164401519,0.0018258684513521306
