band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
<<<<<<< HEAD
2,7281120.0,0.2,-0.6,0.0026935950317581,50.0,0.2,-0.64,0.00740510514002093,0.001742603206574378,25.0,615033
3,7281120.0,0.3,-0.9,0.0025127900773553,75.0,0.3,-0.91,0.6348859078064657,0.0017646156750513696,50.0,575946
4,7281120.0,0.3,-1.0,0.0035034420717093,100.0,0.2,-0.84,0.005091656516737286,0.0018258726731136266,0.0,575946
5,29124480.0,0.1,-0.3,0.0053216784872292,75.0,0.08,0.0,5.810986957351284e-17,0.004460821555577067,25.0,95989
6,14562240.0,0.1,-0.2,0.0060790570579933,100.0,0.1,-0.21,1.3046240692882315e-12,0.005372900813027638,100.0,63993
7,14562240.0,0.1,0.1,0.0064504846002851,200.0,0.08,0.4,3.0779131343685804e-19,0.0056271924772629545,125.0,56883
8,14562240.0,0.1,0.3,0.0064735184101851,300.0,0.08,0.7,2.037871609787164e-20,0.005679472623576416,225.0,56883
9,14789775.0,0.1,0.0,0.0056898461039527,300.0,0.08,0.3,9.430798453984881e-20,0.004774147540692622,200.0,82255
=======
2,7281120.0,0.2,-0.6,0.0026936087534281,50.0,0.2,-0.64,0.007405106017030327,0.001742596859789558,25.0,615033
3,7281120.0,0.3,-0.9,0.0025127867532967,75.0,0.3,-0.91,0.6348859078064657,0.0017646156750513696,50.0,575946
4,7281120.0,0.3,-1.0,0.0035034491009262,100.0,0.2,-0.84,0.005091655965284408,0.0018258684513521306,0.0,575946
5,29124480.0,0.1,-0.3,0.0053219965916431,75.0,0.08,0.0,5.810987902539046e-17,0.004460819692670552,25.0,95989
6,14562240.0,0.1,-0.2,0.0060780692305921,100.0,0.1,-0.21,1.3046240692882315e-12,0.005372900813027638,100.0,63993
7,14562240.0,0.1,0.1,0.0064504905489688,200.0,0.08,0.4,3.0779125791881225e-19,0.005627199968685492,125.0,56883
8,14562240.0,0.1,0.3,0.0064735184101851,300.0,0.08,0.7,2.0378716097871657e-20,0.005679472623576404,225.0,56883
9,14789775.0,0.1,0.0,0.0056898455550144,300.0,0.08,0.3,9.430798453984828e-20,0.004774147540692386,200.0,82255
>>>>>>> 21ab75d8c4900a2efcd03ce649109a57c7650f1a
