band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,57824238.0,0.1,0.2,0.0325206087338761,50.0,0.11,0.0,0.005939212333983788,0.03170405725687331,0.0,1764
5,57824238.0,0.2,0.7,0.0271334934611398,50.0,0.22,0.4,70828.26185083542,0.02687496259332306,0.0,2646
8,57824238.0,0.2,0.8,0.021074422605273,0.0,0.23,0.5,71192.72894618115,0.02043331413615529,25.0,4464
11,57824238.0,0.2,0.2,0.0296934432240366,100.0,0.22,0.0,82904.67823301176,0.028400909313348155,25.0,2232
14,57824238.0,0.2,-0.4,0.0180035336518853,50.0,0.21,-0.5,39142.49183803307,0.017010743914308457,0.0,6696
18,57824238.0,0.2,-0.1,0.0152936864746942,0.0,0.25,-0.4,48163.20581945581,0.01367218636904155,0.0,10047
21,57824238.0,0.2,-0.5,0.011264906414051,0.0,0.24,-0.7,35467.606551482735,0.009031845835780775,0.0,23821
24,57824238.0,0.1,-0.4,0.0096649816772617,0.0,0.13,-0.7,0.6814722197346404,0.008133262123350304,0.0,28234
27,57824238.0,0.2,-1.0,0.0144346404188872,500.0,0.23,-1.1,26651.70678488888,0.012200208557605063,425.0,11910
31,57824238.0,0.3,-1.2,0.0374610950045759,500.0,0.5,-1.26,100000.0,0.031883262396964596,600.0,1764
