band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,930443840.0,845069440.0,1021508700.0,11.473392,9.685302,14.099255,57419247.0
5,2322291200.0,2175008500.0,2474092000.0,4.320653,3.779684,4.9022536,57419247.0
8,1710828800.0,1607269200.0,1818124000.0,3.8187695,3.3012059,4.359999,57419247.0
11,1497774800.0,1413093400.0,1583779800.0,2.941873,2.6388717,3.259851,57419247.0
14,349931140.0,320875100.0,380205980.0,8.86914,7.77424,10.038319,57419247.0
18,71461464.0,65520332.0,77886690.0,9.265937,7.0923867,12.380862,57419247.0
21,27906646.0,25143122.0,30957914.0,14.160639,10.133566,20.465754,57419247.0
24,23329316.0,20412692.0,26494324.0,23.594398,19.808994,27.871246,57419247.0
27,11405997.0,9829747.0,13106394.0,29.102272,24.468296,34.380184,57419247.0
31,292776.03,242245.05,357995.28,55.06783,33.236103,140.55667,57419247.0
