band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,99186.0,0.5,-0.9,0.0030775858063177,200.0,0.33,-0.7,0.0003260108181493686,0.0022136669648303853,125.0,376596
3,110431.0,0.1,-0.5,0.0146213448255369,300.0,0.1,-0.5,4.4650793637498565e-13,0.013930918030054525,275.0,9822
5,1093994.0,0.7,-1.2,0.0097709553734988,150.0,0.6,-1.18,2.924332605928568,0.008485807862941175,75.0,25639
6,552599.0,0.4,-1.1,0.0087767600819151,0.0,0.4,-1.1,0.4365720621078647,0.0087767600819151,0.0,24583
8,3581736.0,0.5,-1.1,0.0041138759198104,75.0,0.36,-1.0,0.017600526012209933,0.0014212554561375823,25.0,895434
9,5374189.0,0.5,-1.1,0.0031187063112321,0.0,0.5,-1.1,0.027514111966556,0.0031187063112321,0.0,188935
11,6810311.0,0.2,-0.9,0.0058703678218892,50.0,0.17,-0.8,1.7204181814455965e-07,0.004172260794486515,25.0,106411
12,22427727.0,0.1,-0.3,0.0038948328447769,25.0,0.11,-0.4,1.3726668863320504e-13,0.0016241416406296422,25.0,700866
14,12627411.0,0.1,0.0,0.0047588089693309,150.0,0.08,0.4,8.244393395321665e-23,0.0034395477926794874,100.0,158017
16,8257312.0,0.1,0.1,0.0063201900793142,350.0,0.08,0.4,6.514649366777687e-24,0.004816616515291194,250.0,81643
