band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,720.0,0.1,8.7,0.0082081725190494,0.0,0.1,8.7,2.42797111959863e-06,0.0082081725190494,0.0,27675
5,7200.0,0.1,3.3,0.0142061323106953,100.0,0.12,2.9,16.803407582615698,0.013623383233311581,125.0,10251
8,13680.0,0.1,5.5,0.0109302135890201,200.0,0.1,5.5,1.650917824171791e-05,0.0109302135890201,200.0,15390
11,28080.0,0.2,8.3,0.0038354623537693,100.0,0.21,8.7,74983.80477417796,0.003569001423804674,125.0,142155
14,56160.0,0.1,4.0,0.0115599503745989,0.0,0.1,4.0,0.0010167494615056,0.0115599503745989,0.0,14040
17,450720.0,0.1,14.0,0.0033349575838882,0.0,0.11,14.0,1.0029622750778811e-05,0.0031569095044311907,25.0,190147
20,901440.0,0.2,7.1,0.0016104057470883,0.0,0.19,7.1,28236.85013234338,0.0012082046676756752,50.0,1283494
23,7211520.0,0.1,11.0,0.0011382968407997,50.0,0.1,11.0,4.27004431795145e-09,0.0011382968407997,50.0,1443930
26,3605760.0,0.2,3.3,0.0006760551083404,0.0,0.21,3.1,83483.49760459318,0.00030675131789834054,0.0,20535930
30,7211520.0,0.1,3.7,0.0022809846992557,0.0,0.1,3.7,1.1550347641418345e-07,0.0022809846992557,0.0,338040
