band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,454107956921607.6,382400568174657.94,535277555408009.06,4.169669440222063,1.8779587809554783,6.428078850026736,720.0
5,874682419725765.1,766031114868851.6,990445521661372.5,22.813176277627775,19.366667623679756,26.499115294941735,7200.0
8,187134708908453.34,160215239131601.34,217293034604506.62,33.624286644523224,24.178402225170995,43.51850084564271,13680.0
11,13952540749788.326,11441851920226.656,18476438456784.727,93.48991556204706,13.685649403499482,274.5044399124152,28080.0
14,558872611464529.0,521283306129998.6,599218233373701.9,5.351511407514247,3.8481091577480555,7.535395333400841,56160.0
17,452542372351587.2,429766747049533.5,476859335938671.8,2.104403777138524,1.4323950400726244,3.682498094106149,450720.0
20,19421059437404.98,18218822122535.875,21018302830739.816,5.419059579320612,2.091695264787774,22.923538180092365,901440.0
23,6017344132513.045,5553250015451.669,6902835124482.42,14.929331886784617,3.157753344153896,84.32489089967257,7211520.0
26,296603980772.31006,278245452645.96967,316716895226.5302,4.352312019395094,2.812792729529591,8.884454835923009,3605760.0
30,37796770323.11182,34767150504.131454,41252644914.48675,8.92771284541835,5.673653539169209,19.607648881305487,7211520.0
