band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,933610800.0,840187900.0,1032819900.0,13.94886,11.880587,16.470263,58035773.0
5,2283666400.0,2135150300.0,2436663000.0,4.6318536,4.0626936,5.2483296,58035773.0
8,1704543500.0,1595907700.0,1816449900.0,4.3836417,3.8600774,4.927766,58035773.0
11,1321303900.0,1240478000.0,1403714600.0,3.7877803,3.4113915,4.1841226,58035773.0
14,354341060.0,324169120.0,385762020.0,9.472603,8.316523,10.697056,58035773.0
18,69343190.0,63485804.0,75675600.0,9.638129,7.3665547,12.757142,58035773.0
21,29528268.0,26620452.0,32719796.0,13.813051,10.137963,19.820705,58035773.0
24,11385378.0,9675729.0,13348877.0,37.15631,26.229538,51.10726,58035773.0
27,4082310.8,3265269.5,5048213.5,69.656845,46.32054,98.5628,58035773.0
31,140923.45,105583.65,196710.67,147.24309,60.025898,424.6875,58035773.0
