band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,31800.0,0.3,6.7,0.0036547036671272,0.0,0.29,7.0,0.00011067545020198898,0.0036138459854550553,0.0,135831
5,41340.0,0.5,4.6,0.0022094635000262,25.0,0.49,4.7,0.03879596229675696,0.002199619601654823,25.0,397309
8,66780.0,3.2,0.3,0.0029820328038983,75.0,3.2,0.3,5.662414648520244,0.0029820328038983,75.0,213934
11,104940.0,0.5,3.8,0.0011789842528359,25.0,0.51,3.7,0.02126500470716094,0.0011684309135814308,25.0,1344745
14,162180.0,0.6,3.9,0.0032327303911373,150.0,0.6,3.9,0.0269455203548298,0.0032327303911373,150.0,182452
17,257580.0,0.6,2.6,0.0014049387454521,25.0,0.63,2.4,0.03201422420459807,0.001296709132609819,25.0,1100247
20,381600.0,0.2,9.1,0.0007670896587224,0.0,0.2,9.1,5.998779694554339e-10,0.0007670896587224,0.0,3259996
23,610560.0,0.6,2.2,0.0014805320138246,75.0,0.6,2.2,0.0057310167920288,0.0014805320138246,75.0,869332
26,973080.0,0.2,7.3,0.0012666635172754,75.0,0.19,7.7,5.37798056053883e-11,0.001241192998420848,75.0,1231554
29,1376940.0,0.2,6.2,0.002499417321943,150.0,0.19,6.6,3.0673136437323356e-11,0.0024891449731586635,150.0,290446
32,419760.0,0.2,13.0,0.0010031575024174,25.0,0.2,13.0,6.802885178676992e-13,0.0010031575024174,25.0,1792996
