band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,0.016542308909729055,0.012633675123223805,0.021451013423051547,103.5427362427942,54.89843605392147,147.18118961046557,98473.0
3,0.16786310082713746,0.13172449703990394,0.20868470404524722,77.69928934620009,61.912070445200136,97.0184224360972,109656.0
5,1.8054182074758667,1.6434660136071852,1.9734673442957698,10.639767555314663,9.269359376486374,12.145156300683743,1086255.0
6,1.522237153819995,1.3891933446315796,1.659050194601453,9.897320039092858,8.832307766977388,11.013223447259872,548700.0
8,0.1893492897532852,0.1637761283149694,0.21854914970749825,29.69776708376888,20.25865376690976,40.64924874969317,3556612.0
9,0.04615971873525968,0.04101708343406455,0.05237450379678606,20.315264737743533,11.21498611452944,46.298195290455354,5336598.0
11,0.01641717683948446,0.013538740195068682,0.01988205969777867,52.739324379623774,32.215676914613745,100.2600131342309,6762724.0
12,0.0069256422651946935,0.005488793206993648,0.008856482197744348,84.10317521058039,44.06063501187937,193.09871208066318,22271101.0
14,0.00044216679136780876,0.0003449021185641142,0.000612027767145085,126.15267926892258,41.82043864236914,427.66415982263936,12539235.0
16,9.953511140188425e-05,6.30404330254011e-05,0.00015945601656113567,343.48687193405397,118.17457794053203,840.1647236767491,8199664.0
