band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,98473.0,0.4,-0.9,0.0040669248399639,150.0,0.38,-0.9,0.0011600133495780316,0.00244539169673752,100.0,315465
3,109656.0,0.1,-0.4,0.0110232433730112,500.0,0.1,-0.42,9.900541361509255e-14,0.009846321874474626,400.0,19515
5,1086255.0,0.5,-1.2,0.0105839025932851,75.0,0.47,-1.2,1.5593409987771911,0.009523111960821035,0.0,21478
6,548700.0,0.5,-1.2,0.0107308284286922,25.0,0.52,-1.2,1.6084482067184995,0.010486118211632922,125.0,17146
8,3556612.0,0.5,-1.1,0.0040510150866418,200.0,0.46,-1.1,0.07795632739592698,0.002647291030624971,125.0,250074
9,5336598.0,0.5,-1.1,0.0034483654060425,0.0,0.6,-1.13,0.054350341132246335,0.002266826476303982,25.0,375228
11,6762724.0,0.2,-0.9,0.0066098728888691,100.0,0.2,-0.96,9.155571777135815e-06,0.0032959253354962192,0.0,178312
12,22271101.0,0.1,-0.4,0.0047492206826367,25.0,0.1,-0.45,1.451780975139494e-14,0.0029732752171862664,0.0,220207
14,12539235.0,0.1,-0.3,0.0031554130253352,25.0,0.1,-0.28,2.5817786965878697e-16,0.0030425977415355753,25.0,195925
16,8199664.0,0.1,-0.3,0.0076120747385119,300.0,0.08,0.0,1.43189139124668e-22,0.0061161772001721015,225.0,48043
