filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,53.276510482134775,33.87288622522233,152.8027126763231,68.87443541359357,7.629436935856824,437.94280420562666,480000000.0,dual_color,0.0258028145035547,0.2,-0.5,0.0035235787355909,0.0,46.25661439658976,6.198809110762993e-05,0.025800057479344107,0.2,-0.46,0.002641463619102155,50.0,2746
2,72.9149543891323,46.84064002377812,194.9947650743096,70.46703054332703,8.488360289028169,409.5811816203927,480000000.0,dual_color,0.0159519097733219,0.2,-0.8,0.0172662784656249,0.0,72.9149543891323,6.198809110762993e-05,0.012901174541165655,0.2,-0.77,0.014946491615599517,0.0,10986
3,21.122358538745,13.97733389477546,48.45300601963919,60.38670466597448,7.087002315429496,367.25882554498565,480000000.0,single_edge,0.0065759314850405,0.2,-0.5,0.0013969813848376,0.0,21.122358538745,6.198809110762993e-05,0.0065759314850405,0.2,-0.5,0.0013969813848376,0.0,43944
4,87.95740886669597,60.47377575626969,142.21573333078337,21.750371364078795,7.54211084801815,108.3272106061018,480000000.0,dual_color,0.0145712155473072,0.3,-1.0,2.848052121886256,100.0,82.73384480468019,6.198809110762993e-05,0.013602514298323931,0.29,-1.0,2.4208209025179754,25.0,10426
5,55.20790368051543,39.86200090563822,87.75312527262165,16.862899023396675,5.354291398763681,133.77851203489715,480000000.0,dual_color,0.0250546166063814,0.4,-1.0,11.313748987158712,0.0,50.89694766910578,6.198809110762993e-05,0.02493214777785413,0.4,-0.99,10.071819143342875,50.0,3088
6,40.185553059698734,25.679988742723896,105.3284090312946,60.16344480523507,6.741068657413732,394.75277029517406,480000000.0,single_edge,0.0159314163836116,0.4,-1.0,6.174841501803577,200.0,33.0014501618506,6.198809110762993e-05,0.01414405299937549,0.37,-1.0,4.577199556325469,100.0,9268
7,22.804529036081163,16.940817891815612,43.04572846293535,22.37165298882714,3.175920498630489,204.33614416112263,480000000.0,inside_out,0.029699480348118,0.2,2.5,3.724690151008644e-06,200.0,18.33794031341658,6.198809110762993e-05,0.029631908286261388,0.19,2.9,7.646187909837264e-07,275.0,2059
8,1.7810400944413478,1.2581878497416288,6.086728858039896,120.83503794150332,3.63231432562143,537.2901904277633,480000000.0,misc,0.0140812887239688,0.1,5.0,5.344106943098087e-19,200.0,1.3242007468972512,6.198809110762993e-05,0.01407951998887813,0.1,5.3,3.3264942661937977e-19,300.0,9268
9,8.497679772193038,4.809712284246384,79.8413071964619,1072.6093334180944,6.2180296614095845,802.8326241627822,480000000.0,multi_edge,0.0036319775009628,0.1,1.2,9.212642928536452e-15,0.0,8.497679772193038,6.198809110762993e-05,0.0036319775009628,0.1,1.2,9.212642928536452e-15,0.0,140781
10,33.37461460247059,22.91015061270176,69.01212549917692,41.78500422164428,6.793946410362314,297.06057321508047,480000000.0,single_edge,0.01330072043783,0.4,-1.0,5.683725648652376,100.0,33.37461460247059,6.198809110762993e-05,0.0119786039052735,0.3,-0.91,0.8645272146585785,0.0,12358
