band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1440.0,0.1,9.1,0.0131661417184113,0.0,0.1,9.1,1.4475992496591285e-06,0.0131661417184113,0.0,10935
5,4320.0,0.1,3.4,0.0141956323347796,75.0,0.1,3.4,0.0023074716507351,0.0141956323347796,75.0,9225
8,12240.0,0.1,5.6,0.0118179637821417,200.0,0.1,5.2,2.6956401877501797e-05,0.011462536901186815,175.0,13770
11,33840.0,0.2,8.8,0.0037032141862015,150.0,0.2,8.8,22143.60469824877,0.0037032141862015,150.0,128485
14,93600.0,0.1,1.3,0.019083032655575,0.0,0.1,1.3,0.3238395498342482,0.019083032655575,0.0,4935
17,100000.0,0.1,10.0,0.0023570052961932,0.0,0.1,10.0,6.553518315248998e-07,0.0023570052961932,0.0,337500
20,100000.0,0.1,8.0,0.0023415984204567,100.0,0.1,8.0,6.951704471200374e-07,0.0023415984204567,100.0,337500
23,100000.0,0.1,12.0,0.0007926678836374,25.0,0.1,12.0,3.8840007822250075e-09,0.0007926678836374,25.0,2883249
26,100000.0,0.1,6.3,0.0006839916525872,0.0,0.1,6.3,2.1466893602762985e-07,0.0006839916525872,0.0,3844333
30,100000.0,0.1,3.4,0.0022497987122686,0.0,0.1,3.4,1.879473485299601e-07,0.0022497987122686,0.0,379687
