band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,272718321741779.6,239045689938571.16,311344645192961.9,6.283336558520471,2.857112413242269,9.587493566432851,1536.0
5,484289236419816.94,410202034338795.94,566804038007396.6,37.91922759653166,29.594081565989843,46.4544141837022,15360.0
8,76427683845810.97,60947097474872.47,96742884739474.7,80.39245760419598,30.199703182033414,126.63539399905517,29184.0
11,10853474062800.152,8406921179253.917,15441566770326.76,157.1553799190111,12.195080435245647,418.83422000718826,59904.0
14,382913648502468.9,352774280832160.8,415376445315704.8,8.048722830853727,5.900927978612608,12.019881152808749,119808.0
17,450160764211054.94,427161004035189.8,474276245122453.75,2.1316614320957976,1.5351481195050036,3.103248017366895,961536.0
20,18704265910357.684,17660753422166.06,19841975916176.61,3.0429229108420266,1.8575775443188822,6.365197985431848,1923072.0
23,5021861492196.736,4709825023140.769,5396337504390.735,4.895330378468194,2.3901436777973704,16.139306227055663,15384576.0
26,476954532643.6961,433430178688.52625,561846545566.2468,23.06929375497244,4.074616453517696,120.73824013733761,7692288.0
30,47146307968.7482,43629610026.3015,51067247088.34849,7.35357598538789,4.932812838474924,15.094483976797827,15384576.0
