band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,399738173453576.0,367837203604726.3,433621504556627.0,8.308722966625368,6.349554555902802,10.111189885960911,5760.0,0.0070317022952564034,0.1,14.0,2.8668072289415904e-08,50.0,305000798826111.1,0.01786531826702407
5,945656165036656.4,831657957591686.8,1067561272343454.0,21.407479949345888,18.436008373826063,24.57948690091596,17280.0,0.013884217664001497,0.1,3.2,0.0033971793130699794,300.0,438952489188379.1,0.010321709827347508
8,193337386994184.88,166582671403546.28,223101493435237.2,30.033635593740065,21.827850173086148,39.76688842824701,48960.0,0.013269785872857431,0.1,4.0,0.00019424101032127552,500.0,106767679553032.34,0.006134355047250841
11,14489920729337.732,11603364599790.31,19424137585991.65,109.84356205552012,14.069253384018618,286.78017685519904,135360.0,0.003906108762981631,0.2,8.5,25382.90385800427,250.0,9632842473597.25,0.0036901241493563653
14,412689750530409.6,376974253521172.56,452601957120810.8,10.756559776232583,7.435287853780985,16.709612531287277,374400.0,0.018623420398773224,0.1,1.3,0.32648978714358096,0.0,412689750530409.6,0.002219096467755754
17,388133983197902.8,365608444984016.94,412038501858688.8,3.3762457700868795,2.2750814842985863,6.317527096897854,1039680.0,0.0019859594097507427,0.1,10.0,6.554774651314274e-07,0.0,388133983197902.75,0.0013317697932839823
20,73429196979630.02,67274983797368.28,81569000884650.33,11.90397530809521,5.125786546259029,39.95167183651686,2885760.0,0.0023249047732338823,0.1,8.0,6.954867464330539e-07,100.0,65873207508719.766,0.0007994104501725253
23,11116908810624.562,10441206470144.557,11895659922890.045,4.427662634674905,2.441345690367516,12.286132214476416,8015040.0,0.0008066657530990673,0.1,12.0,3.885902882834582e-09,25.0,10822138692524.531,0.0004796888639433368
26,3114404628355.0464,2882783267264.8022,3379203914564.9385,7.239103958628695,4.210164701129943,17.434986621819256,22242240.0,0.0006159931037833521,0.1,6.3,2.1452132753586763e-07,0.0,3114404628355.0464,0.00028795906190712186
30,35580601947.2557,32645639787.53977,38973767901.78729,9.75473651736742,6.109576443262327,21.808614343919874,16721280.0,0.002217852236246043,0.1,3.4,1.879102593182671e-07,0.0,35580601947.2557,0.0003321111973362309
