layer,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,initial_r,initial_eta,kstest_stat_initial,kstest_stat_cutoff_0.05
0.5,1.202499046044566,1.0413965990423284,1.3604900423320616,0.989650836453261,0.318015324761874,1.905919044325276,10000.0,1.6,0.8,0.005854979789895243,0.013564202793681023
1.0,2.484280002851578,2.162316739786426,2.8333982118707053,0.8861337740683819,0.2576457132107094,1.8929767945175573,10000.0,0.97,0.9,0.005928282634450555,0.013564202793681023
1.5,3.8141120758049167,3.306898816021264,4.3302722954136845,1.1548605313454434,0.3343423303880813,2.187951466116146,10000.0,1.08,2.7,0.008632534373346601,0.013564202793681023
2.0,5.020204513994056,4.3147106559523705,5.772535100881325,1.2997885372078724,0.3717592759982648,2.74603850420473,10000.0,0.86,1.8,0.006299333177714306,0.013564202793681023
2.5,6.516025466289664,5.618989897249641,7.391557400923062,1.264444092469529,0.4469342628400403,2.464255984226816,10000.0,0.71,1.1,0.008360184676678095,0.013564202793681023
3.0,7.777823949463869,6.828705957361298,8.981240262060032,1.4991682758977118,0.5461098743175932,2.9247078196732463,10000.0,0.7,1.3,0.010080678490878403,0.013564202793681023
3.5,8.74660006614053,7.586205312542235,10.028341548075922,1.4513045925635248,0.4731873306048082,3.400142315244935,10000.0,0.79,2.6,0.00954211701151153,0.013564202793681023
4.0,10.239060055628796,8.754275359209986,11.789393336322922,1.3251194704086542,0.3450856830516448,2.8875160155491515,10000.0,0.73,2.3,0.008765512997939151,0.013564202793681023
4.5,11.330119594585565,9.723514111653088,12.883182199310555,1.217740833980394,0.4075422032392121,2.306766234014805,10000.0,0.66,1.7,0.011623113644318506,0.013564202793681023
5.0,12.598253107356124,10.697813375744644,14.509004516103346,1.4769264684867045,0.4939629394484831,2.8564615393763164,10000.0,0.8,3.9,0.009117786931693073,0.013564202793681023
5.5,13.610327606039627,11.881654740056865,15.562776334783148,1.0912637159139411,0.2695026658808203,2.287291026369802,10000.0,0.74,3.3,0.007345441020643384,0.013564202793681023
6.0,15.065207420598002,13.062859412453625,17.22561030844045,1.0385176900069464,0.3678209326081256,2.027805834255653,10000.0,0.66,2.3,0.006721082307798054,0.013564202793681023
6.5,15.58943057728511,13.344626740834643,17.887008826459613,1.2647372280956954,0.340266041222705,3.166787109381963,10000.0,0.61,1.7,0.008149807629661776,0.013564202793681023
7.0,17.867676083616015,15.276735867759022,20.20034673941884,1.1946282676707796,0.2992992165192964,2.601451419351847,10000.0,0.66,2.7,0.004598304491735372,0.013564202793681023
7.5,19.01562407815135,16.457980215903603,21.938215500434072,1.1019770418104038,0.3549403850871275,2.030332444913656,10000.0,0.6,1.9,0.006628331151648653,0.013564202793681023
8.0,20.1451682160992,17.35768857529562,23.2319155904929,1.2011712198549445,0.4452559644467679,2.4579488390655384,10000.0,0.6,2.0,0.008569585971929028,0.013564202793681023
8.5,20.80692009266897,17.808570662332222,24.009466625105578,1.2024037966801373,0.4419881569454423,2.099486128769936,10000.0,0.64,2.7,0.006355485653682491,0.013564202793681023
9.0,22.394324421636767,19.612025667425087,25.26158449814048,1.0233168883005606,0.2753997786736074,2.3717114720107038,10000.0,0.75,5.3,0.015694650352528705,0.013564202793681023
9.5,23.382597453975063,20.34459827849863,26.475247667562357,0.9303591574218202,0.2758344224099858,1.74564269032285,10000.0,0.53,1.3,0.008960234748756499,0.013564202793681023
