band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,6144.0,0.1,12.0,0.0073356179698415,0.0,0.16,12.0,174.07660961648085,0.006576067529932728,25.0,44286
5,18432.0,0.1,7.3,0.0092937908107029,250.0,0.1,6.9,7.61555213425699e-06,0.008746367074524985,225.0,23328
8,52224.0,0.2,8.9,0.0054417763551782,0.0,0.2,8.9,100000.0,0.0054417763551782,0.0,62739
11,144384.0,0.2,15.0,0.0029639917464002,200.0,0.19,15.0,400.252466059874,0.0028118204931522413,175.0,243648
14,399360.0,0.1,0.1,0.0282814280064784,25.0,0.12,-0.2,56516.11875005206,0.027120518043360506,25.0,2632
17,1108992.0,0.1,7.1,0.005042768535586,0.0,0.1,7.1,1.056688480850619e-05,0.005042768535586,0.0,69312
20,3078144.0,0.1,6.9,0.0018893500907371,50.0,0.1,6.9,2.6782635273922103e-06,0.0018893500907371,50.0,520020
23,8549376.0,0.2,7.6,0.0005362343382753,25.0,0.2,7.6,31173.25345929536,0.0005362343382753,25.0,6412032
26,23725056.0,0.1,7.4,0.0006344780320738,0.0,0.1,7.4,6.403957988701754e-08,0.0006344780320738,0.0,4448448
30,17836032.0,0.2,1.1,0.0024252602877606,0.0,0.19,1.2,18956.222732188904,0.0021512730939038938,0.0,418032
