band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,283272216951497.5,243444357197591.28,332506772557504.75,9.53116445551598,2.694812153661243,15.46667927017551,1536.0
5,527226119294584.3,441282733504183.8,620912958908545.0,38.21521974095758,31.712397972730905,44.75725614940729,4608.0
8,75405150154984.33,62238496012140.836,92703979750654.81,59.027772734101156,22.55952574541491,111.58062834241193,13056.0
11,11006076049588.053,8295258989543.731,15711456079198.854,171.60685861122934,11.703311407670945,428.21030380589224,36096.0
14,249909383567753.5,225867281028635.03,275616570559088.47,12.881619429184303,10.170918248526585,16.534708904491097,99840.0
17,387380286846714.94,363442932505499.0,413861119208993.2,4.352693968870809,2.8467019230830104,8.76646906835416,277248.0
20,82795303596983.36,76796484140315.19,89377477807664.08,6.679419327069088,4.34186223705262,12.376771903185883,769536.0
23,7693020803365.627,7270886762036.579,8157248274641.582,2.9375843242027795,1.708109561968036,6.831795958706424,2137344.0
26,3254223044640.0996,3037161785889.8154,3503769213281.3574,5.574509174970014,3.2563591580946047,14.406479694979737,5931264.0
30,45077196257.25905,41581471050.96799,48968122619.566765,7.916070750616136,5.253750312335192,16.333639200480658,4459008.0
