filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,5.722945063258994,3.9412953135819135,15.222634916051108,59.39134804450542,5.931396498702681,391.6854465458335,196608000.0,dual_color,0.0078727216467309,0.2,-0.3,0.0001892508288114,0.0,5.722945063258994,9.685608715247528e-05,0.0073399058865087,0.2,-0.31,0.0001954810044559,0.0,36000,1.12746,0.0630409,0.0,0.991081,0.0356667,0.0,0.790136,0.0349202,0.0,0.0
1,6.533413952768092,5.498173186244156,8.526413202638649,3.136299645257276,0.1372870175590798,80.0267590813151,196608000.0,misc,0.0276520743753292,0.3,9.0,3.905950322294436e-05,200.0,5.980893648927049,9.685608715247528e-05,0.0276402183250804,0.33,9.0,0.000152155843867,300.0,2530,2.20232,0.0275556,0.0,2.28878,0.0338988,0.0,1.80108,0.031029,0.0,0.0
2,7.159567611424039,4.921618942800487,20.682039783415124,85.59107360307617,7.076927788955381,476.1563911104576,196608000.0,dual_color,0.0065794176553188,0.3,-0.9,0.1784140021488267,0.0,6.565236872560209,9.685608715247528e-05,0.0059774697526406,0.31,-0.9,0.2084724309583507,25.0,54000,1.0492,0.0733737,0.0,0.91474,0.0471475,0.0,0.713254,0.0473979,0.0,0.0
3,4.838522315826807,3.2904349861846733,11.41158552396726,48.85314254116723,6.976515995912943,333.1812327747391,196608000.0,single_edge,0.0054824354098883,0.3,-0.9,0.1205743388016371,0.0,4.474196197381665,9.685608715247528e-05,0.0043770104943412,0.38,-1.0,0.7128943831106686,25.0,96000,0.877825,0.0739566,0.0,0.756033,0.0485149,0.0,0.588935,0.0498649,0.0,0.0
4,8.75962554271881,6.083473573460166,18.486369561471378,34.24213358497892,7.774326285102376,295.7236616777752,196608000.0,dual_color,0.0100107158415945,0.3,-0.9,0.1919590860855668,100.0,8.75962554271881,9.685608715247528e-05,0.0075901126977526,0.3,-0.95,0.2662990996357949,0.0,32433,1.08295,0.0775969,0.0,0.943687,0.052128,0.0,0.727981,0.0517632,0.0,0.0
5,5.603066738768062,4.062482895384912,12.038661410224776,36.164573381570506,5.42366850094737,312.67966880941697,196608000.0,dual_color,0.0124272154806688,0.3,-0.8,0.0897701327905661,50.0,5.176218043596685,9.685608715247528e-05,0.0117060411961741,0.3,-0.81,0.092910488549157,50.0,13500,1.00652,0.0744211,0.0,0.87214,0.0487403,0.0,0.677452,0.0493843,0.0,0.0
6,2.846655635276621,1.9916476821137008,8.697747026318224,68.87474557082186,5.749826253153176,477.4577734729741,196608000.0,single_edge,0.0057038511260216,0.4,-0.9,0.4204638119123279,0.0,2.621154250311483,9.685608715247528e-05,0.0054445441989715,0.4,-0.88,0.3645433349787609,25.0,60750,0.808154,0.0637023,0.0,0.695525,0.0377852,0.0,0.549828,0.0403137,0.0,0.0
7,3.5449931841577373,2.983208779716203,6.0331511519269485,10.083859805570388,0.8239390727644365,165.47175545242894,196608000.0,inside_out,0.0067035158435188,2.2,-0.1,4.769107299429589,200.0,3.2755562924126926,9.685608715247528e-05,0.0066633651717565,1.8,-0.04,4.241669470057182,150.0,40500,1.63309,0.0199002,0.0,1.46892,0.017013,0.0,1.19902,0.0193916,0.0,0.0
8,0.4226354638231319,0.2901595741187442,1.6625317708273049,178.65011322352453,4.762309892371372,587.6324757844365,196608000.0,misc,0.0086033284700629,0.1,2.7,7.618124193869643e-18,100.0,0.3532353606239595,9.685608715247528e-05,0.0086033284700629,0.1,2.7,7.618124193869643e-18,100.0,24000,0.371053,0.0476834,0.0,0.327692,0.0209267,0.0,0.258846,0.0194701,0.0,0.0
9,3.000422791004444,1.933857153371526,11.071082456195835,132.42421155004,7.799255356516402,559.5296869132934,196608000.0,multi_edge,0.0115921770850684,0.4,-1.1,0.7677073213629285,50.0,3.000422791004444,9.685608715247528e-05,0.0099030133472021,0.3,-1.03,0.1292359169772212,0.0,18000,0.560848,0.0871899,0.0,0.483317,0.0618629,0.0,0.374994,0.0625387,0.0,0.0
10,3.485964679620385,2.530955209059122,7.4691024505126435,36.38287857823618,5.458086200616875,325.80172189815755,196608000.0,single_edge,0.006280317170591,0.5,-1.0,1.5155330334773698,100.0,3.485964679620385,9.685608715247528e-05,0.0041852308726121,0.44,-1.0,1.0858147635511717,0.0,108000,0.859229,0.0691078,0.0,0.737706,0.043456,0.0,0.58118,0.0457795,0.0,0.0
11,2.6060207746886097,1.6788620796928666,10.49091008539236,124.60093479481424,7.152533311355954,571.9396510983845,196608000.0,single_edge,0.0117922875994742,0.2,-0.5,0.0001723558713418,0.0,2.350347130490987,9.685608715247528e-05,0.0112886596901318,0.19,-0.4,4.814090691545727e-05,25.0,15187,0.657669,0.0696595,0.0,0.569328,0.0436952,0.0,0.445303,0.0449416,0.0,0.0
12,2.7016123979812185,1.7535776537513308,9.09794222817445,112.0336785866684,7.343917947575826,526.2809810971495,196608000.0,single_edge,0.0098934153137631,0.3,-0.8,0.0381577389304442,100.0,2.7016123979812185,9.685608715247528e-05,0.0089470686343176,0.19,-0.5,8.06415745370457e-05,0.0,24000,0.666256,0.0703745,0.0,0.575027,0.0447422,0.0,0.448547,0.0461237,0.0,0.0
13,4.040795934156365,2.8840755882916023,10.94961028467528,76.15351784412971,6.148664709376097,436.2151871840143,196608000.0,single_edge,0.0095173521974468,0.5,-1.0,1.5795524512827306,200.0,3.3398445454026096,9.685608715247528e-05,0.0084254158114025,0.4,-0.93,0.5415824446854673,125.0,27000,0.867381,0.0708508,0.0,0.746833,0.0451075,0.0,0.585714,0.0469843,0.0,0.0
14,4.35515929710186,3.048129519403799,10.491035698540358,43.73835445479403,6.746607384158604,345.682119024632,196608000.0,single_edge,0.0059859731238064,0.4,-1.0,0.8064610230372208,50.0,4.0599529929207385,9.685608715247528e-05,0.0055552343844103,0.4,-1.0,0.8320056730895264,25.0,60750,0.862065,0.0733143,0.0,0.743483,0.0475921,0.0,0.581688,0.0490663,0.0,0.0
15,5.541140461143524,4.783479277457919,7.50498428982486,3.648428084027112,0.2818985835055399,73.25580893975498,196608000.0,inside_out,0.0194006115622932,4.5,0.3,8.269773654975495,50.0,5.369889187277045,9.685608715247528e-05,0.0194006115622932,4.5,0.3,8.269773654975495,50.0,5062,2.11412,0.0212857,0.0,2.03821,0.0328456,0.0,1.67118,0.031214,0.0,0.0
