band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,391564280511945.6,354161917960663.1,432552438388824.25,6.8552181027315875,4.635409170468637,9.06075375333835,2880.0
5,977784425740355.0,857285754529729.0,1106743799414766.8,22.652588518812138,19.548573977542034,26.036472902323887,8640.0
8,199321010423472.53,170926990631496.6,231562049219526.56,32.618782241647516,23.84944173189118,41.60734685668326,24480.0
11,14208504878605.545,11661512239303.684,18644114517204.914,87.4235652512558,15.16270780884281,259.9990963616655,67680.0
14,409455897766606.44,374021207683785.94,447581329376784.94,10.081178045514966,7.389148411872531,14.167466096998197,187200.0
17,388086546717526.2,365697437498791.0,412178913357960.06,3.3804524096041773,2.273745274897655,6.290518436848117,519840.0
20,73406969959580.75,67136267321158.39,81662738708303.89,11.961804655322789,5.13686939010098,40.132324839316134,1442880.0
23,11113408986167.059,10433937517181.35,11898939057242.164,4.445090052990609,2.4549102188769703,12.307202327501557,4007520.0
26,3116566154511.891,2888230494327.873,3380761659119.8394,7.259126934226401,4.209280298352622,17.522139232661353,11121120.0
30,35587817847.04666,32606964628.966465,38979528078.08171,9.742967481931354,6.1277087624293065,21.656670128377407,8360640.0
