band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,best_augmented_var,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
2,51398796.0,51398796.0,47504536.0,45640536.0,44151256.0,42871908.0,40714068.0,38911424.0,37347840.0,35958864.0,34707956.0,31563980.0,0.0038869528699471,0.0037095340467394,0.0034851479259313,0.0040366317638987,0.0034933186391228,0.0044084165061821,0.0051510558366452,0.0060320301698042,0.0066915670510161,0.007559728209191,0.0099341721897869,0.005302016384894723,0.004926195305099308,0.0043705156964450875,0.003736966376088998,0.003485147925931395,0.00275583599877105,51398796.0,0.0019504343990337514,,
5,2525491200.0,2525491200.0,2487538700.0,2454978600.0,2425203500.0,2397337900.0,2345735200.0,2298320100.0,2254158600.0,2212617500.0,2173246500.0,2065584900.0,0.0427940664922978,0.0435029417329928,0.0437127254909758,0.0432591560387364,0.0428300453340425,0.0435511198897893,0.0445085053097139,0.045414860848512,0.0448736897840719,0.0447096678766694,0.0469489758034814,0.04153686139577606,0.041918895991139446,0.0413483418942453,0.04088274223860039,0.04144593297089283,,2487538700.0,,,
8,1756310100.0,1756310100.0,1730307800.0,1707048000.0,1685405800.0,1665028600.0,1627343000.0,1592961900.0,1561159700.0,1531505300.0,1503692500.0,1429069600.0,0.0242293758891555,0.0238722546970334,0.0247865367582927,0.0256496517354586,0.026255716970114,0.0255328807239118,0.026433546778997,0.0275803223219175,0.0269626487299537,0.0276860440829652,0.028789928369943,0.024736435883926697,0.024277930658142488,0.024409927635976436,0.024409927635976436,0.023872254697033427,0.023171600844973494,1756310100.0,,,
11,1467357800.0,1467357800.0,1452124200.0,1438256800.0,1425163100.0,1412656400.0,1389045000.0,1366938400.0,1346044400.0,1326175000.0,1307181600.0,1254482800.0,0.0263514347274707,0.026239916851682,0.025852356206979,0.0257080084258131,0.026258592318776,0.0273117608978207,0.0278664927615382,0.027232121099174,0.0280593900536169,0.02895506740312,0.0296520936434252,0.026516865000404344,0.026851711033967385,0.02679263765698628,0.02625859231877603,0.025708008425813195,0.025167927842654897,1467357800.0,0.024850452895403302,0.024383601444752767,
14,454021000.0,454021000.0,445271520.0,437694080.0,430748900.0,424263800.0,412343740.0,401489950.0,391461860.0,382106340.0,373315400.0,349650000.0,0.0189835617046933,0.019478722665537,0.0187663564625633,0.0181001602937975,0.0177776997880265,0.0193274509954607,0.0207826768707991,0.0221708833781783,0.0215999552918678,0.0208078942475824,0.0243509554888459,0.019110868765528602,0.018798515268074273,0.018475260741566857,0.018137047406567283,0.017777699788026555,0.017391449286785182,454021000.0,0.016969115056968145,0.016694581908649142,0.015659071321834903
18,80051760.0,80051760.0,77561240.0,75809016.0,74323970.0,73009270.0,70720344.0,68742024.0,66981464.0,65386836.0,63924524.0,60125836.0,0.0168539388124028,0.0179237927717524,0.0171339540645829,0.0180571237839625,0.0190533269010582,0.0197779861642162,0.0199336326004471,0.0213684252236209,0.0215756793123539,0.0218636067649588,0.0234472383670404,0.016553399196107654,0.01642602691357431,0.015338800458467916,0.01593496131435468,0.014212552252416244,,80051760.0,,,
21,29766528.0,29766528.0,28497052.0,27690292.0,27031404.0,26463352.0,25503948.0,24702438.0,24008502.0,23393332.0,22836946.0,21397792.0,0.0162563487039334,0.0149911301481249,0.0163720943957541,0.0175555383457522,0.018603898191457,0.0183883923580826,0.0189004437812971,0.0202707551632869,0.0215451760572384,0.0211472086175212,0.0233510281313867,0.016065527191040596,0.01523260983906849,0.014236317385790231,0.014838099694289952,0.013470995386369089,0.012885280002248534,29766528.0,,,
24,15210772.0,15210772.0,14222307.0,13538388.0,12978129.0,12496919.0,11692453.0,11030889.0,10467601.0,9977278.0,9543618.0,8485533.0,0.0072071549313363,0.0098974422060398,0.0120692337052596,0.0140192493682462,0.0158138313291732,0.0130098810635852,0.0133405396878449,0.0153410578576022,0.0172690825074037,0.0191264572978639,0.0188056505059773,0.009344346809747828,0.009707769799884858,0.008158586744097807,0.0064443400610415535,0.005214694582408752,,15210772.0,,,
27,10058090.0,10058090.0,9419904.0,8927429.0,8504144.0,8128583.5,7479391.0,6929288.5,6452057.5,6031592.0,5657166.5,4739825.5,0.01181422828523,0.0118084247507147,0.0116697022498868,0.0137826446705567,0.0136129141801252,0.0132969079252788,0.0130294638867715,0.0124613125325175,0.0105932191531677,0.0104514507736039,0.0113215690942848,0.00947018264920588,0.00912088124501895,0.009036079560764576,0.008723181046189797,0.008548711513012397,0.008647010636928187,6031592.0,0.008362314774912338,0.008393325398540985,0.008427362625283652
31,276187.5,276187.5,247135.31,230405.61,216845.67,205252.53,186072.4,170544.12,157520.16,146354.3,136639.33,113643.08,0.0323899420796796,0.0321646809263503,0.0320191436308515,0.0318913764930018,0.0317744575040672,0.0315624459698382,0.0319519677117122,0.0317558357897257,0.0315676839049838,0.0313871972668353,0.0308747191505842,0.02610859280145228,0.02610859280145228,0.02610859280145228,0.02610859280145228,0.025681665190444014,0.025473839709797608,116966.5,0.02555682482389443,0.025641181076962838,0.025726989393452526
