band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,51398796.0,44635750.0,61012884.0,34.22099,15.247752,119.30455,100000.0,0.0034851479259313,0.1,1.1,6.851154582215858e-08,50.0,51398796.0,0.004293014618329405,0.0019504343990337514,0.11,0.7,1.5121093575085582e-05,0.0,506250
5,2525491200.0,2354647300.0,2701156900.0,5.178192,4.6247773,5.771959,100000.0,0.0427940664922978,0.1,0.4,5.3032983184448904e-05,0.0,2487538688.0,0.004293014618329405,0.04088274223860039,0.12,0.1,0.15079319498827715,25.0,1107
8,1756310100.0,1640076900.0,1875927900.0,4.8487215,4.287468,5.4221234,100000.0,0.0238722546970334,0.2,0.1,18206.10101010101,25.0,1756310144.0,0.004293014618329405,0.023171600844973494,0.21,0.0,52300.41790562625,0.0,3514
11,1467357800.0,1381364500.0,1555059000.0,3.3277197,2.9935098,3.6767108,100000.0,0.0257080084258131,0.2,0.2,11692.971649584317,75.0,1467357824.0,0.004293014618329405,0.024383601444752767,0.22,0.0,87747.61917510694,0.0,3125
14,454021000.0,418239680.0,490949060.0,7.741888,6.910471,8.619063,100000.0,0.0177776997880265,0.2,-0.4,19595.49078207654,100.0,454020992.0,0.004293014618329405,0.015659071321834903,0.21,-0.5,60949.59413308782,0.0,7908
18,80051760.0,73537176.0,87045620.0,8.755204,6.906692,11.289118,100000.0,0.0168539388124028,0.2,-0.2,1936.7092845235256,0.0,80051760.0,0.004293014618329405,0.014212552252416244,0.24,-0.4,44150.799309682225,0.0,9375
21,29766528.0,26981292.0,32831158.0,12.357149,8.886501,18.062698,100000.0,0.0149911301481249,0.2,-0.4,1316.1945686924016,25.0,29766528.0,0.004293014618329405,0.012885280002248534,0.26,-0.7,100000.0,0.0,10546
24,15210772.0,13167647.0,17487218.0,28.562206,21.736568,36.871605,100000.0,0.0072071549313363,0.2,-0.9,6036.020634920632,0.0,15210772.0,0.004293014618329405,0.005214694582408752,0.24,-1.0,85420.70529122456,0.0,71190
27,10058090.0,8507878.0,11747916.0,37.199127,31.085604,44.25604,100000.0,0.0104514507736039,0.2,-1.0,4018.855100455101,350.0,6031592.0,0.004293014618329405,0.008362314774912338,0.23,-1.1,39693.55062301197,300.0,26694
31,276187.5,225015.06,341057.78,63.171585,39.072056,149.13667,100000.0,0.0308747191505842,0.3,-1.2,12271.770555050927,500.0,116966.5,0.004293014618329405,0.025473839709797608,0.4,-1.25,74528.78380711933,475.0,2964
