filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,102.85510963770844,34.84975808105872,997.6971976827996,1502.6157545437134,7.32061076108253,862.9643416982854,786432000.0,dual_color
2,139.0864226108086,48.057758741097715,1221.0822774059466,1361.0386210298534,5.617097629812603,888.3347736161325,786432000.0,dual_color
3,59.22539565741237,17.890087952096398,677.7855348074926,4588.658273484921,14.044661702994546,919.8219067057933,786432000.0,single_edge
4,147.18261314105916,50.44328792274504,1229.274554945812,1431.7217258972096,6.789152595825888,824.9326655463007,786432000.0,dual_color
5,61.70378578565901,18.847785380610667,682.0777174173709,2256.6442424120423,8.93013420331537,918.1596270508221,786432000.0,dual_color
6,53.870008960325436,16.817910867913437,754.6194948636753,3445.8764411261996,7.00628514817896,909.0488892503845,786432000.0,single_edge
7,73.31182903561383,24.301442969186517,517.9539782575268,864.9390422710061,6.691776116874249,794.7404885315348,786432000.0,inside_out
8,2.3747436709899032,0.5442006625600964,65.25788600232056,9343.251561955756,9.472070044551089,970.7603205067762,786432000.0,misc
9,21.8700662114683,3.6570989901277797,637.0203720003237,13315.085018150128,13.594812422624376,969.3581894233288,786432000.0,multi_edge
10,53.7346487626277,18.368678854639455,865.9740663092422,2942.502729307399,8.846041086286892,903.1953764073032,786432000.0,single_edge
11,51.949739070721606,15.063992053271445,742.0269781303138,3644.1666443191925,8.907332794990172,934.9761291421144,786432000.0,single_edge
12,43.7757787892894,14.195481107038118,499.28754427526417,2164.7815871453718,9.470597153493127,898.3392925769251,786432000.0,single_edge
13,57.70173043358049,19.63314506505051,785.1044927651902,2128.5858898438355,11.358079324877405,905.0033490340776,786432000.0,single_edge
14,73.57652949378839,24.40411734991589,1219.7012602612515,3120.617726592375,8.885027874001718,908.6055182549479,786432000.0,single_edge
15,66.48025636243204,23.701661345521998,531.8710189688337,1094.8397451959574,5.755140515496564,842.417960006674,786432000.0,inside_out
16,39.81625953003626,11.98553933713129,559.4692749479157,3148.0119321529455,10.72019069526853,918.8000169000177,786432000.0,multi_edge
17,51.375847680329656,11.953380859855216,689.9402582434365,3851.275786379677,8.323948199764239,929.2957370317326,786432000.0,dual_color
18,30.840882292221217,10.484989160304393,430.6606793437602,2687.7663437027395,12.198171936429098,889.4324463850819,786432000.0,multi_edge
19,125.34102424633394,43.62766660091741,709.6944243092836,769.180653721052,6.627542692032845,805.7043871892781,786432000.0,inside_out
20,202.79353810868494,70.7755278484409,2119.937006491303,1803.667651182358,8.010286953425558,889.9178669144349,786432000.0,dual_color
21,358.8567113552143,130.11394723335167,2217.2399950746594,674.2931689794685,6.8416752597161175,784.5083345456716,786432000.0,eye
22,54.76933152268656,17.815152707947934,810.4467843998423,2605.341226261907,14.358962132831353,873.070151736225,786432000.0,multi_edge
23,117.53452822376494,27.003513381720513,836.3729146315209,1277.3544618862966,9.908689837637857,855.8564897320872,786432000.0,single_edge
24,76.26686254770968,19.521985587083677,920.3884274507024,2534.210816874084,13.215620272821118,929.8465932656111,786432000.0,single_edge
25,25.834456608715737,5.638365533441668,682.0311216008356,9922.04982357156,17.338635512731717,964.7481312545478,786432000.0,multi_edge
26,45.715241034255584,14.660538703499858,589.0489215192966,3066.9961842394628,7.930928952440538,893.304060766894,786432000.0,dual_color
27,21.712620396877238,4.681437407673278,586.0208329426594,9989.85804175712,14.10850360197683,953.0588000208571,786432000.0,multi_edge
28,100.72586283288246,22.47530833015274,1171.1587105726476,2094.723997514909,14.149735298951441,910.1693733569164,786432000.0,single_edge
29,77.96544811499017,18.535648015975266,628.8055939332486,1660.1334348583885,11.43576884712137,888.4728035016151,786432000.0,single_edge
30,67.45143271626793,15.567321029384209,673.5080824513619,2106.8187404938694,14.99987974008233,875.1754251406974,786432000.0,single_edge
31,71.19441775195031,24.64413599697733,699.7568550333002,1168.2117700227452,7.864550886134891,831.5811266934118,786432000.0,eye
32,91.04241165945001,25.08315007935655,632.2997374313576,1040.1758240142542,9.034861017249716,832.3277595253114,786432000.0,single_edge
33,20.24661139122456,6.137113735993088,299.38484732218404,3512.716210742426,11.616705190571635,917.6484086062128,786432000.0,multi_edge
34,77.76665852296958,17.57764003547504,1069.4356932578369,2698.3046059386415,13.518931442788896,925.1526643209203,786432000.0,single_edge
35,238.75010999302893,87.3900178173831,1119.075731265463,574.0864555286396,7.856666792040137,711.5581987448201,786432000.0,inside_out
37,346.7015064887285,131.68075212995282,2079.833944580788,647.6936469394137,6.877461107415332,759.5668390640553,786432000.0,eye
38,97.3616978858935,32.12602400004896,963.3628705243488,1845.4433712181292,6.873847477566709,895.6481039646213,786432000.0,dual_color
39,92.99726287600075,30.119822452525156,1031.8745204171403,1549.6467172612975,7.812972909587796,900.4980733953458,786432000.0,eye
40,66.21320774973643,25.992274406992767,387.6272170823573,757.2635784435588,5.41016305158265,822.6395551659414,786432000.0,inside_out
41,35.86369997511561,12.239456364701006,444.0498426547016,2575.4388197107655,9.316697828780658,903.1931281941349,786432000.0,multi_edge
42,122.86762645260158,36.02358106829889,1703.9355150463286,2952.4118234189787,6.924418377625386,917.3184978636702,786432000.0,dual_color
43,42.07373496727608,13.858355342011183,623.9567257292999,3038.2205442811246,8.37415144259718,913.7642026767281,786432000.0,single_edge
44,129.22281369823193,44.19990285450374,1235.7409034894529,1553.6083439036368,7.468342263604205,868.514793703473,786432000.0,dual_color
45,66.14061102250322,20.60753014200237,670.1587341233891,1498.2874429245908,8.028161108522276,873.3528876668855,786432000.0,eye
46,34.67245929741784,12.960354582565497,248.83004014185002,939.6226821063592,6.713415069167836,811.417248439668,786432000.0,eye
47,51.103251617939364,15.99008899645779,591.3520052055317,2277.190295439667,7.824616545167787,892.2391465258104,786432000.0,dual_color
48,34.059639149915235,12.241878597630208,267.1777342550225,1145.1749865597944,12.79237825769761,833.7379862006517,786432000.0,single_edge
49,127.86488372385871,43.96237053933474,1477.637829136105,2394.1450270325763,6.881191793898351,885.0190683530226,786432000.0,single_edge
50,65.95109188413258,20.175077306469785,793.0605545938761,2794.3915521327094,8.906987706136116,912.9625644658751,786432000.0,single_edge
52,68.56524931020044,26.539714224511396,504.340360123902,886.3796561405492,5.281737829753933,830.4081768892852,786432000.0,inside_out
54,19.843015711038905,3.7712260674814,480.51173755201506,10713.456428790958,16.040201355847877,953.0000503420117,786432000.0,multi_edge
55,44.32252053089933,15.359097808539913,521.8661181382681,2536.549473776328,8.794514615304859,907.5418894291289,786432000.0,single_edge
56,80.94409186083045,24.107424967449536,1022.3141126564519,2554.8527394038106,8.46844848407633,915.4234497825196,786432000.0,dual_color
57,48.81226848482479,17.43818699741389,507.98946164929083,1871.3333985030586,8.612159529484893,864.0367183766675,786432000.0,single_edge
58,43.24300222539841,15.609864895528075,399.1039167936473,1239.9801635344654,4.656321527471642,850.5803444895647,786432000.0,inside_out
59,98.21557298868706,26.31184480121122,1375.6878377924645,3443.245336117964,6.645840446626704,918.7771829628333,786432000.0,dual_color
60,5.679019685201715,1.6498571271613467,99.48420656747783,4381.062941597902,9.906197043498757,919.1180607487812,786432000.0,misc
61,38.84864213369093,13.62138746734356,453.38832914605416,1783.1013905901902,9.944799116738839,848.1416406704819,786432000.0,misc
62,59.548783829845355,15.760945253121381,923.5088392585235,3995.3667188755544,9.059160775231295,938.029127736538,786432000.0,misc
63,18.61854636292228,5.2566459751645835,282.42939804959184,4341.52965959545,10.791955569869105,940.8252929019151,786432000.0,multi_edge
