filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
0,102.85510963770844,34.84975808105872,997.6971976827996,1502.6157545437134,7.32061076108253,862.9643416982854,786432000.0,dual_color,0.0035318399181399,0.1,3.2,3.00026074997305e-16,200.0,41.30241107666642,4.8428255518124764e-05,0.0028533448945929907,0.09,3.4,8.055506746246446e-19,150.0,216000
2,139.0864226108086,48.05775874109772,1221.0822774059466,1361.0386210298534,5.617097629812603,888.3347736161325,786432000.0,dual_color,0.0024957968588637,0.1,2.9,8.541341821747807e-16,100.0,64.24367979395448,4.8428255518124764e-05,0.0021042618467665974,0.09,3.1,2.382352447251473e-18,75.0,432000
3,59.22539565741237,17.890087952096398,677.7855348074926,4588.658273484921,14.044661702994546,919.8219067057933,786432000.0,single_edge,0.0063722052568508,0.1,1.8,3.801138286437238e-15,200.0,18.323851387222742,4.8428255518124764e-05,0.004367232029049095,0.11,1.7,2.846841620743059e-13,275.0,96000
4,147.18261314105916,50.44328792274504,1229.274554945812,1431.7217258972096,6.789152595825888,824.9326655463007,786432000.0,dual_color,0.0025426889299347,0.1,1.8,1.3680077312579324e-14,50.0,67.31136219535883,4.8428255518124764e-05,0.0013422641445708927,0.12,1.4,6.359972618132349e-11,75.0,1037968
5,61.70378578565901,18.847785380610667,682.0777174173709,2256.6442424120423,8.93013420331537,918.159627050822,786432000.0,dual_color,0.00466531675448,0.1,2.4,1.053687452402898e-15,100.0,22.780789190500013,4.8428255518124764e-05,0.004578214662851354,0.11,2.3,8.790894228410639e-14,150.0,91125
6,53.87000896032544,16.817910867913437,754.6194948636753,3445.8764411262,7.00628514817896,909.0488892503844,786432000.0,single_edge,0.003903568240633,0.1,2.9,2.7243371526116773e-16,200.0,20.437651059565347,4.8428255518124764e-05,0.003396790327692467,0.09,3.2,6.09224174588842e-19,150.0,162000
7,73.31182903561383,24.30144296918652,517.9539782575268,864.9390422710061,6.691776116874249,794.7404885315348,786432000.0,inside_out,0.0186660899156582,0.2,2.1,8.498882833319292e-06,200.0,25.498732887908634,4.8428255518124764e-05,0.018660478937060354,0.23,1.8,0.00014933605682746222,250.0,5062
8,2.3747436709899032,0.5442006625600964,65.25788600232056,9343.251561955756,9.472070044551089,970.7603205067762,786432000.0,misc,0.0174016003495955,0.1,2.4,2.550897688530757e-17,200.0,0.5488267256107914,4.8428255518124764e-05,0.01664075785571828,0.1,2.7,1.1836386224845667e-17,300.0,6750
9,21.8700662114683,3.65709899012778,637.0203720003237,13315.085018150128,13.594812422624376,969.3581894233288,786432000.0,multi_edge,0.0143949798060651,0.1,0.5,5.970165358876235e-14,200.0,3.9620285912375635,4.8428255518124764e-05,0.010499006016754686,0.09,0.9,8.725516897746663e-17,275.0,17085
10,53.7346487626277,18.36867885463945,865.9740663092422,2942.502729307399,8.846041086286892,903.1953764073032,786432000.0,single_edge,0.0048159065141648,0.1,2.5,6.765845569739889e-16,200.0,21.464758058295818,4.8428255518124764e-05,0.004549533969809172,0.1,2.3,1.1423398312967834e-15,150.0,91125
11,51.949739070721606,15.063992053271445,742.0269781303138,3644.166644319193,8.907332794990172,934.9761291421144,786432000.0,single_edge,0.0025007058625495,0.1,1.5,8.468597511525773e-15,100.0,19.53699427280809,4.8428255518124764e-05,0.0025007058625495,0.1,1.5,8.468597511525773e-15,100.0,288000
12,43.7757787892894,14.195481107038118,499.28754427526417,2164.781587145372,9.470597153493127,898.3392925769251,786432000.0,single_edge,0.0072062036791199,0.1,1.9,2.309882943270804e-15,200.0,15.265587373392602,4.8428255518124764e-05,0.005845412854504239,0.1,2.0,1.6954257540781953e-15,250.0,54000
13,57.70173043358049,19.63314506505051,785.1044927651902,2128.5858898438355,11.358079324877403,905.0033490340776,786432000.0,single_edge,0.0045442451524594,0.1,2.2,1.5354192461331292e-15,200.0,22.003382338040712,4.8428255518124764e-05,0.003954019785827434,0.1,2.3,1.1710050492873645e-15,225.0,121500
14,73.57652949378839,24.40411734991589,1219.7012602612515,3120.617726592375,8.885027874001718,908.605518254948,786432000.0,single_edge,0.0050657282222715,0.1,1.8,4.975549279347777e-15,200.0,29.393389557244802,4.8428255518124764e-05,0.004895494310488746,0.1,1.6,9.555747759248832e-15,125.0,81000
15,66.48025636243204,23.701661345522,531.8710189688337,1094.8397451959574,5.755140515496564,842.417960006674,786432000.0,inside_out,0.007132925082302,0.1,7.3,5.68437823295753e-19,200.0,23.878704633076488,4.8428255518124764e-05,0.005395640426959836,0.12,7.0,6.00578485817015e-15,300.0,60750
16,39.81625953003626,11.98553933713129,559.4692749479157,3148.011932152945,10.72019069526853,918.8000169000176,786432000.0,multi_edge,0.0074638916179002,0.1,1.7,3.4872427240329312e-15,200.0,13.433090788644916,4.8428255518124764e-05,0.005777145449992749,0.1,1.8,2.5157615879108417e-15,250.0,54000
17,51.375847680329656,11.953380859855216,689.9402582434365,3851.275786379677,8.323948199764239,929.2957370317326,786432000.0,dual_color,0.0057994215041556,0.2,-0.4,0.0008351965091692,50.0,21.171870786824925,4.8428255518124764e-05,0.004977716700023116,0.14,0.0,1.6659901980194087e-07,25.0,72000
18,30.840882292221217,10.484989160304393,430.6606793437602,2687.7663437027395,12.198171936429098,889.4324463850819,786432000.0,multi_edge,0.0098906558393162,0.1,1.4,6.746020772711712e-15,200.0,10.712052668275657,4.8428255518124764e-05,0.00788173943349868,0.1,1.6,3.4824725839283395e-15,275.0,30375
19,125.34102424633394,43.62766660091741,709.6944243092836,769.180653721052,6.627542692032845,805.7043871892781,786432000.0,inside_out,0.0162237855611119,0.1,4.6,3.393168891184304e-17,200.0,51.99199918241092,4.8428255518124764e-05,0.016111842266838705,0.09,4.9,6.481683460490285e-20,150.0,6750
20,202.7935381086849,70.7755278484409,2119.937006491303,1803.667651182358,8.010286953425558,889.9178669144349,786432000.0,dual_color,0.0032035511854187,0.2,0.6,0.0002511315046827,200.0,74.1993536128733,4.8428255518124764e-05,0.0032035511854187,0.2,0.6,0.0002511315046827,200.0,182250
21,358.8567113552143,130.11394723335167,2217.2399950746594,674.2931689794685,6.8416752597161175,784.5083345456716,786432000.0,eye,0.0306587411477484,0.3,1.0,0.0802022659896027,200.0,167.85740946455658,4.8428255518124764e-05,0.03065860530534803,0.22,1.4,0.0007804379081263,100.0,1897
22,54.76933152268656,17.815152707947934,810.4467843998423,2605.341226261907,14.358962132831351,873.070151736225,786432000.0,multi_edge,0.0064236320313335,0.1,1.7,4.779522632173487e-15,200.0,17.48054340769487,4.8428255518124764e-05,0.004422337327581698,0.11,1.6,3.502992839773649e-13,275.0,96000
23,117.53452822376494,27.00351338172052,836.3729146315209,1277.3544618862966,9.908689837637857,855.8564897320872,786432000.0,single_edge,0.0052930928791115,0.1,1.3,2.8278184463563113e-14,100.0,32.16501479428114,4.8428255518124764e-05,0.00447925389625492,0.11,1.2,1.929748642649523e-12,150.0,96000
24,76.26686254770968,19.52198558708368,920.3884274507024,2534.210816874084,13.215620272821118,929.8465932656112,786432000.0,single_edge,0.0117071192216282,0.1,1.0,4.3339232899960245e-14,200.0,19.220731021093464,4.8428255518124764e-05,0.009969880310329082,0.09,1.4,6.93504293656251e-17,250.0,18000
25,25.834456608715737,5.638365533441668,682.0311216008356,9922.04982357156,17.338635512731717,964.7481312545478,786432000.0,multi_edge,0.0092946707659427,0.1,1.3,5.06101482898105e-15,200.0,5.70025611112514,4.8428255518124764e-05,0.00650097174833264,0.1,1.5,2.470859848944181e-15,275.0,45562
26,45.715241034255584,14.660538703499858,589.0489215192966,3066.9961842394628,7.930928952440538,893.304060766894,786432000.0,dual_color,0.0067456982958948,0.1,3.0,1.8388464278460163e-16,200.0,15.236326134326154,4.8428255518124764e-05,0.00672783846643954,0.11,2.7,2.584160933900081e-14,250.0,40500
27,21.71262039687724,4.681437407673278,586.0208329426594,9989.85804175712,14.10850360197683,953.0588000208572,786432000.0,multi_edge,0.0149370720308851,0.1,0.4,1.0875662334799081e-13,200.0,4.730299725242226,4.8428255518124764e-05,0.01196688125331527,0.09,0.7,2.355730336763438e-16,275.0,13500
28,100.72586283288246,22.47530833015274,1171.1587105726476,2094.723997514909,14.14973529895144,910.1693733569164,786432000.0,single_edge,0.0126671217046984,0.1,0.9,7.779703421438626e-14,200.0,23.539761337824736,4.8428255518124764e-05,0.009444355183874209,0.09,1.4,8.493394731714083e-17,275.0,20250
29,77.96544811499017,18.535648015975266,628.8055939332486,1660.1334348583885,11.43576884712137,888.4728035016151,786432000.0,single_edge,0.0086526128278392,0.1,1.0,4.3447563318131287e-14,200.0,20.051053251334483,4.8428255518124764e-05,0.007994544964546824,0.1,1.1,3.0098872055563595e-14,225.0,30375
30,67.45143271626793,15.567321029384209,673.5080824513619,2106.8187404938694,14.99987974008233,875.1754251406974,786432000.0,single_edge,0.010166488645657,0.1,0.8,7.773315328556481e-14,200.0,16.98348406934967,4.8428255518124764e-05,0.007916961632777109,0.09,1.1,1.7499466429466895e-16,250.0,30375
31,71.19441775195031,24.64413599697733,699.7568550333002,1168.2117700227452,7.864550886134891,831.5811266934118,786432000.0,eye,0.0182821584075047,0.1,3.1,2.5710028681906436e-16,200.0,24.99776641200749,4.8428255518124764e-05,0.018277879452802015,0.1,3.4,1.3201959808946112e-16,300.0,5694
32,91.04241165945,25.08315007935655,632.2997374313576,1040.1758240142542,9.034861017249716,832.3277595253114,786432000.0,single_edge,0.0052613209143342,0.1,1.9,3.9690910735534916e-15,200.0,28.486819394343307,4.8428255518124764e-05,0.004341654601381036,0.11,1.5,7.417746915497483e-13,175.0,96000
33,20.24661139122456,6.137113735993088,299.38484732218404,3512.716210742426,11.616705190571636,917.6484086062128,786432000.0,multi_edge,0.0098526523356387,0.1,1.2,7.514375235682357e-15,200.0,6.412841952149854,4.8428255518124764e-05,0.00781708652112061,0.1,1.3,5.07336904115469e-15,275.0,30375
34,77.76665852296958,17.57764003547504,1069.4356932578369,2698.304605938641,13.518931442788896,925.1526643209204,786432000.0,single_edge,0.0097165304998608,0.1,1.0,4.1577361136676475e-14,200.0,17.519289803519758,4.8428255518124764e-05,0.007878071745992199,0.1,1.2,1.8993297658676543e-14,300.0,30375
