filter_idx,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
0,786432000.0,0.1,2.3,0.0020433646445955,100.0,0.1,2.4,1.9379965080842e-15,0.00201824393577954,125.0,432000
2,786432000.0,0.1,2.2,0.0019009635628678,100.0,0.11,2.0,5.188927821375854e-13,0.001709214769491707,125.0,648000
3,786432000.0,0.1,1.8,0.0065039076073474,200.0,0.11,1.7,2.849450473273857e-13,0.004363630868010393,275.0,96000
4,786432000.0,0.1,2.1,0.0023764888363403,100.0,0.1,1.9,9.988879701360466e-15,0.0012468578235009797,75.0,1152000
5,786432000.0,0.1,2.8,0.0050978934148772,200.0,0.1,2.6,5.865309076536775e-16,0.004899812873992659,150.0,81000
6,786432000.0,0.1,2.9,0.0039465569921342,200.0,0.1,2.6,5.642344024509484e-16,0.0035593491958199053,125.0,144000
7,786432000.0,0.1,4.2,0.0164505305683218,100.0,0.1,4.2,4.5233013939776456e-17,0.0164505305683218,100.0,6750
8,786432000.0,0.1,2.9,0.0210734416371941,200.0,0.12,2.5,4.898223251630064e-14,0.019972346225037296,300.0,4500
9,786432000.0,0.1,0.6,0.0140146191408344,200.0,0.09,0.9,8.790265483217575e-17,0.011098292646168073,275.0,15187
10,786432000.0,0.1,2.6,0.0048216285591677,200.0,0.11,2.3,7.514187481217525e-14,0.004655684475586397,250.0,81000
11,786432000.0,0.1,1.7,0.0036304211385079,100.0,0.1,1.8,3.848848046440903e-15,0.0033241168059177095,125.0,162000
12,786432000.0,0.1,1.9,0.0073531239638184,200.0,0.1,2.0,1.6994162460506617e-15,0.005873037669876624,250.0,54000
13,786432000.0,0.1,2.2,0.004291653859625,200.0,0.1,2.3,1.1715035089523929e-15,0.0038419288759971026,225.0,121500
14,786432000.0,0.1,2.1,0.0048334673577536,200.0,0.1,2.0,3.1919645863844484e-15,0.004667332539958213,175.0,81000
15,786432000.0,0.1,7.3,0.0096342380280116,200.0,0.12,7.1,5.572031906274176e-15,0.00802282350999206,300.0,28830
16,786432000.0,0.1,1.7,0.0071218147703336,200.0,0.1,1.9,1.898750342796764e-15,0.005992761225832921,275.0,54000
17,786432000.0,0.1,1.1,0.0026380192996523,50.0,0.1,1.1,3.4556896489744714e-14,0.0026380192996523,50.0,273375
18,786432000.0,0.1,1.4,0.0090604891882439,200.0,0.1,1.6,3.384851965199607e-15,0.007360665472461836,300.0,36000
19,786432000.0,0.1,4.1,0.0156142642938504,200.0,0.1,3.9,1.2479980265730447e-16,0.015251485054842806,175.0,7593
20,786432000.0,0.1,2.5,0.0033659110892825,200.0,0.09,2.8,6.592555172080132e-18,0.0023957261874697246,150.0,324000
21,786432000.0,0.1,5.6,0.0307229147693477,200.0,0.1,5.6,2.4590068312804935e-17,0.0307229147693477,200.0,1897
22,786432000.0,0.1,1.7,0.0065730705225641,200.0,0.11,1.6,3.5090695849675156e-13,0.00442961691908501,275.0,96000
23,786432000.0,0.1,1.6,0.0057409214910432,200.0,0.09,1.7,4.5916816891880023e-17,0.003836066413315964,125.0,121500
24,786432000.0,0.1,1.0,0.0119678827359452,200.0,0.09,1.4,6.932025689887426e-17,0.01007500614300863,250.0,18000
25,786432000.0,0.1,1.3,0.0090941949100245,200.0,0.1,1.6,1.8123167634173443e-15,0.006321356367602338,300.0,48000
26,786432000.0,0.1,2.6,0.0055332423451942,100.0,0.11,2.2,9.744519414547452e-14,0.005439559080045453,100.0,60750
27,786432000.0,0.1,0.4,0.0145508434991688,200.0,0.09,0.7,2.3614058387959725e-16,0.011999263873778199,275.0,13500
28,786432000.0,0.1,1.0,0.0127504844781103,200.0,0.09,1.4,8.899379063393962e-17,0.010681350977203546,250.0,17085
29,786432000.0,0.1,1.0,0.0094878428992357,200.0,0.1,1.1,3.501327540955007e-14,0.00821035227260869,225.0,27000
30,786432000.0,0.1,0.9,0.0108448731645535,200.0,0.09,1.4,6.022272462134425e-17,0.009107049014249302,300.0,22780
31,786432000.0,0.1,2.9,0.0177966873344074,100.0,0.11,2.5,8.207654355527198e-14,0.017796312819392812,100.0,6000
32,786432000.0,0.1,1.8,0.005387573699868,200.0,0.09,1.9,2.296474879930206e-17,0.004075956875796316,125.0,108000
33,786432000.0,0.1,1.2,0.0096538648667726,200.0,0.09,1.6,1.2438045414457547e-17,0.008087791704885383,250.0,27000
34,786432000.0,0.1,1.1,0.0101629710379461,200.0,0.1,1.3,1.4295676450816437e-14,0.008453600413683815,300.0,27000
35,786432000.0,0.2,1.6,0.0299285895207301,200.0,0.25,1.2,0.003503623304511114,0.029925622169598765,300.0,2133
37,786432000.0,0.1,5.7,0.0287974831989131,200.0,0.1,5.9,1.5286895092250182e-17,0.02879711982068045,225.0,2250
