filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
0,102.85510963770844,34.84975808105872,997.6971976827996,1502.6157545437134,7.32061076108253,862.9643416982854,786432000.0,dual_color,0.0035318399181399895,0.1,3.2,3.00026074997305e-16,200.0,38.76662969623278,4.8428255518124764e-05
2,139.0864226108086,48.05775874109772,1221.0822774059466,1361.0386210298534,5.617097629812603,888.3347736161325,786432000.0,dual_color,0.0024957968588637525,0.1,2.9,8.541341821747807e-16,100.0,60.43711063366751,4.8428255518124764e-05
3,59.22539565741237,17.890087952096398,677.7855348074926,4588.658273484921,14.044661702994546,919.8219067057933,786432000.0,single_edge,0.006372205256850866,0.1,1.8,3.801138286437238e-15,200.0,20.296452552289775,4.8428255518124764e-05
4,147.18261314105916,50.44328792274504,1229.274554945812,1431.7217258972096,6.789152595825888,824.9326655463007,786432000.0,dual_color,0.0025426889299347416,0.1,1.8,1.3680077312579323e-14,50.0,73.04576133868224,4.8428255518124764e-05
5,61.70378578565901,18.847785380610667,682.0777174173709,2256.6442424120423,8.93013420331537,918.159627050822,786432000.0,dual_color,0.004665316754480009,0.1,2.4,1.053687452402898e-15,100.0,25.009218833407765,4.8428255518124764e-05
6,53.87000896032544,16.817910867913437,754.6194948636753,3445.8764411262,7.00628514817896,909.0488892503844,786432000.0,single_edge,0.003903568240633013,0.1,2.9,2.7243371526116773e-16,200.0,19.276955463434465,4.8428255518124764e-05
7,73.31182903561383,24.30144296918652,517.9539782575268,864.9390422710061,6.691776116874249,794.7404885315348,786432000.0,inside_out,0.018666089915658213,0.2,2.1,8.498882833319292e-06,200.0,26.857149663915628,4.8428255518124764e-05
8,2.3747436709899032,0.5442006625600964,65.25788600232056,9343.251561955756,9.472070044551089,970.7603205067762,786432000.0,misc,0.017401600349595536,0.1,2.4,2.5508976885307568e-17,200.0,0.6054542869293476,4.8428255518124764e-05
9,21.8700662114683,3.65709899012778,637.0203720003237,13315.085018150128,13.594812422624376,969.3581894233288,786432000.0,multi_edge,0.014394979806065133,0.1,0.5,5.970165358876234e-14,200.0,4.339408738127907,4.8428255518124764e-05
10,53.7346487626277,18.36867885463945,865.9740663092422,2942.502729307399,8.846041086286892,903.1953764073032,786432000.0,single_edge,0.004815906514164803,0.1,2.5,6.76584556973989e-16,200.0,20.176316043728065,4.8428255518124764e-05
