band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,254220171394581.84,228411745491661.7,281956680597499.3,3.1415943703577662,1.8963027811271147,4.345706077555075,1536.0,0.0102055779765393,0.2,13.0,100000.0,0.0,254220171394581.84,0.0345421467338566,0.0102055779765393,0.2,13.0,100000.0,0.0,17496
5,545026481264863.1,450242330542646.3,650107359596263.4,44.45505253607013,35.45340732488548,53.178632170732136,4608.0,0.0088186150291485,0.1,6.3,1.6312145868765243e-05,50.0,236818516721098.0,0.01997013996929112,0.0088186150291485,0.1,6.3,1.6312145868765243e-05,50.0,23328
8,86644302951738.28,67042058430787.77,111114197363906.92,94.5774485248901,45.79447541151142,128.29273728654314,13056.0,0.0055244911472154,0.2,8.9,96319.44520261108,100.0,46243823506845.5,0.011872896555926072,0.00471482306972737,0.18,8.7,6762.769726268955,75.0,83652
11,10889009452007.5,8605393873739.011,15116974633507.434,131.51655750098683,16.629690646427143,388.1532589859694,36096.0,0.0031367399739548,0.2,17.0,955.0435024344736,150.0,7313592189842.268,0.007143649230419776,0.002911761095681798,0.19,17.0,223.6296225485525,125.0,219528
14,249872429785074.28,225496676682018.4,276105591113628.56,13.413422294974772,10.270172505450844,17.89299768277491,99840.0,0.028372933188102,0.1,0.1,20.189593838397727,25.0,239482426497273.2,0.004296451814879759,0.027236921288397324,0.12,-0.2,56431.050134527126,25.0,2497
17,387212213033421.94,363377255615163.4,412924202118811.4,4.206112345917659,2.855971073120953,6.880429738274277,100000.0,0.0051146160695165,0.1,7.2,9.459751890219244e-06,0.0,387212213033421.94,0.004293014618329405,0.0051146160695165,0.1,7.2,9.459751890219244e-06,0.0,71190
20,82738042897389.08,76747552468559.5,89315824630031.27,6.669304853590264,4.331419125875921,12.72451151810053,100000.0,0.0020675858217661,0.1,6.9,2.677963770758561e-06,50.0,78514156516290.19,0.004293014618329405,0.0020675858217661,0.1,6.9,2.677963770758561e-06,50.0,427147
23,7687085892015.024,7267993811548.149,8140701036099.118,2.810511123589249,1.711372897678501,5.685823128214361,100000.0,0.0005505417579567,0.2,7.6,31169.977047812637,25.0,7520407592222.708,0.004293014618329405,0.0005505417579567,0.2,7.6,31169.977047812637,25.0,6157873
26,3254620063763.216,3037093962014.514,3506573739297.003,5.651961223204802,3.257847586971226,15.108452549844166,100000.0,0.0006644970901855,0.1,7.4,6.403760945818788e-08,0.0,3254620063763.216,0.004293014618329405,0.0006644970901855,0.1,7.4,6.403760945818788e-08,0.0,4324873
30,45058047591.93502,41586602467.62783,48865284076.02992,7.682572982732642,5.242259995851265,14.198381568235432,100000.0,0.0023544879106326,0.2,1.1,60679.33580038653,0.0,45058047591.93502,0.004293014618329405,0.0021283648808225752,0.18,1.4,4339.096857274276,0.0,427147
