band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,2229190.8,2046463.1,2424414.5,8.789761,6.3062572,11.665107,12760.0,0.012078051528104483,0.4,-0.4,100000.0,0.0,2229190.8,0.012009667012473456
5,867467.25,789218.06,957119.7,11.875949,7.2071147,22.1771,25080.0,0.0055966693632492626,0.4,-0.5,48048.302118653686,0.0,867467.25,0.008568985016310187
8,297809.22,266661.8,334030.75,17.167128,9.344622,31.05464,51040.0,0.005467121644189721,0.5,-0.7,61775.00375600961,50.0,256984.02,0.006008129339433322
11,93437.62,81947.35,107489.625,26.179823,13.240024,49.926826,95480.0,0.003532883384893881,0.4,-0.6,5381.069559833564,75.0,78774.305,0.004393414708909257
14,28372.748,23879.984,34209.855,47.28226,20.544512,100.46818,183920.0,0.0038129971797942266,0.4,-0.6,1335.067859136253,200.0,19544.264,0.0031658646059812587
17,9490.91,7512.134,12136.646,85.988396,36.84343,182.03812,355960.0,0.004159919955222968,0.2,0.0,0.07659106739568444,200.0,5601.045,0.0022758376081093356
20,3230.207,2419.3528,4355.716,130.76617,55.898933,292.45355,695640.0,0.004742561173123355,0.1,1.1,2.257022513518155e-12,250.0,1503.5673,0.0016280775250019613
23,1231.518,861.39404,1754.0226,197.11214,85.63243,395.4123,1337600.0,0.008845181580363431,0.1,0.7,2.327370226570854e-12,350.0,374.57892,0.0011741459132291684
26,552.4955,331.3284,916.7902,415.72763,122.56543,1057.7993,2583240.0,0.01072519911042924,0.1,0.5,1.2644208651348676e-12,500.0,91.904305,0.0008449203291033603
29,144.86983,48.71391,433.85837,2696.1328,191.60127,5245.93,3731640.0,0.012421335682212375,0.1,0.9,4.80898211665641e-14,500.0,16.152674,0.0007029976015546442
