band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
2,2229190.8,2046463.1,2424414.5,8.789761,6.3062572,11.665107,12760.0,0.0120780515281044,0.4,-0.4,100000.0,0.0,2229190.75,0.0120096670124734,0.0114574924428016,0.4,-0.39,99960.6462345828,0.0,14355,978.819,0.0421649,3.7738800000000007e-20,836.024,0.01793,0.000540214,679.645,0.0229461,2.87238e-06,0.069621016
5,867467.25,789218.06,957119.7,11.875949,7.2071147,22.1771,25080.0,0.0055966693632492,0.4,-0.5,48048.302118653686,0.0,867467.25,0.0085689850163101,0.0055966693632492,0.4,-0.5,48048.302118653686,0.0,56430,584.185,0.0449711,1.6299899999999998e-44,514.675,0.0182743,1.04815e-07,411.509,0.0198088,5.58148e-09,0.41039415
8,297809.22,266661.8,334030.75,17.167128,9.344622,31.05464,51040.0,0.0054671216441897,0.5,-0.7,61775.00375600961,50.0,256984.015625,0.0060081293394333,0.0046357498438961,0.5,-0.69,60546.606263547255,50.0,86130,324.567,0.0462786,1.971909999999999e-95,284.417,0.0201285,2.14757e-18,224.88,0.0222721,2.0004800000000002e-22,0.22200937
11,93437.62,81947.35,107489.625,26.179823,13.240024,49.926826,95480.0,0.0035328833848938,0.4,-0.6,5381.069559833564,75.0,78774.3046875,0.0043934147089092,0.0026248575323002,0.4,-0.59,5264.946808056179,75.0,271893,172.026,0.0476964,3.3442299999999986e-189,151.277,0.0203797,7.036200000000002e-35,120.461,0.0217837,8.64092e-40,0.52536489
14,28372.748,23879.984,34209.855,47.28226,20.544512,100.46818,183920.0,0.0038129971797942,0.4,-0.6,1335.067859136253,200.0,20456.38671875,0.0031658646059812,0.0034730286115862,0.4,-0.62,1460.5856175236856,150.0,155182,86.3097,0.0485216,0.0,75.7317,0.0217794,3.2376499999999993e-76,60.0161,0.0232985,3.697719999999998e-87,0.023611197
17,9490.91,7512.134,12136.646,85.988396,36.84343,182.03812,355960.0,0.0041599199552229,0.2,0.0,0.0765910673956844,200.0,5991.59912109375,0.0022758376081093,0.0032339018134654,0.2,-0.08,0.1021206653956329,150.0,177980,40.731,0.0506906,0.0,36.0232,0.0243155,2.9354099999999985e-183,28.2246,0.0240817,9.271109999999995e-180,0.0011657777
20,3230.207,2419.3528,4355.716,130.76617,55.898933,292.45355,695640.0,0.0047425611731233,0.1,1.1,2.257022513518155e-12,250.0,1562.3045654296875,0.0016280775250019,0.00407391824705,0.1,1.0,3.283271282169978e-12,225.0,110052,18.2233,0.0539833,0.0,16.183,0.028076,0.0,12.5136,0.0263459,0.0,1.8689835e-10
23,1231.518,861.39404,1754.0226,197.11214,85.63243,395.4123,1337600.0,0.0088451815803634,0.1,0.7,2.327370226570854e-12,350.0,360.51666259765625,0.0011741459132291,0.0070868086935794,0.09,1.0,5.395299426855671e-15,375.0,35268,8.05024,0.0583657,0.0,7.19784,0.0334083,0.0,5.57639,0.0292144,0.0,8.8884689e-59
26,552.4955,331.3284,916.7902,415.72763,122.56543,1057.7993,2583240.0,0.0107251991104292,0.1,0.5,1.2644208651348676e-12,500.0,94.9228744506836,0.0008449203291033,0.0096378888758118,0.1,0.5,1.3059503978758985e-12,475.0,20181,3.81445,0.0638747,0.0,3.41794,0.0391122,0.0,2.65418,0.034215,0.0,7.525912199999998e-209
29,144.86983,48.71391,433.85837,2696.1328,191.60127,5245.93,3731640.0,0.0124213356822123,0.1,0.9,4.80898211665641e-14,500.0,16.489103317260742,0.0007029976015546,0.0114123914581585,0.09,1.2,1.1841789106946563e-16,475.0,14576,1.84775,0.0596434,0.0,1.6507,0.0357153,0.0,1.30475,0.0289483,0.0,0.0
