band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05
2,2229190.8,2046463.1,2424414.5,8.789761,6.3062572,11.665107,12760.0,0.0120780515281044,0.4,-0.4,100000.0,0.0,2229190.75,0.012009667012473456,0.011457492442801642,0.4,-0.39,99960.6462345828,0.0,14355
5,867467.25,789218.06,957119.7,11.875949,7.2071147,22.1771,25080.0,0.0055966693632492,0.4,-0.5,48048.302118653686,0.0,867467.25,0.008568985016310187,0.0055966693632492,0.4,-0.5,48048.302118653686,0.0,56430
8,297809.22,266661.8,334030.75,17.167128,9.344622,31.05464,51040.0,0.0054671216441897,0.5,-0.7,61775.00375600961,50.0,256984.015625,0.006008129339433322,0.004635749843896142,0.5,-0.69,60546.606263547255,50.0,86130
11,93437.62,81947.35,107489.625,26.179823,13.240024,49.926826,95480.0,0.0035328833848938,0.4,-0.6,5381.069559833564,75.0,78774.3046875,0.004393414708909257,0.0026248575323002676,0.4,-0.59,5264.946808056179,75.0,271893
14,28372.748,23879.984,34209.855,47.28226,20.544512,100.46818,183920.0,0.0038129971797942,0.4,-0.6,1335.067859136253,200.0,20456.38671875,0.0031658646059812587,0.0034730286115862707,0.4,-0.62,1460.5856175236856,150.0,155182
17,9490.91,7512.134,12136.646,85.988396,36.84343,182.03812,355960.0,0.0041599199552229,0.2,0.0,0.0765910673956844,200.0,5991.59912109375,0.0022758376081093356,0.003233901813465445,0.2,-0.08,0.1021206653956329,150.0,177980
20,3230.207,2419.3528,4355.716,130.76617,55.898933,292.45355,695640.0,0.0047425611731233,0.1,1.1,2.257022513518155e-12,250.0,1562.3045654296875,0.0016280775250019613,0.004073918247050071,0.1,1.0,3.283271282169978e-12,225.0,110052
23,1231.518,861.39404,1754.0226,197.11214,85.63243,395.4123,1337600.0,0.0088451815803634,0.1,0.7,2.327370226570854e-12,350.0,360.51666259765625,0.0011741459132291684,0.007086808693579416,0.09,1.0,5.39529942685567e-15,375.0,35268
26,552.4955,331.3284,916.7902,415.72763,122.56543,1057.7993,2583240.0,0.0107251991104292,0.1,0.5,1.2644208651348676e-12,500.0,94.9228744506836,0.0008449203291033603,0.009637888875811847,0.1,0.5,1.3059503978758985e-12,475.0,20181
29,144.86983,48.71391,433.85837,2696.1328,191.60127,5245.93,3731640.0,0.0124213356822123,0.1,0.9,4.80898211665641e-14,500.0,16.489103317260742,0.0007029976015546442,0.011412391458158533,0.09,1.2,1.1841789106946563e-16,475.0,14576
