filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,47.675446,38.538307,58.149254,4.0355287,1.7087072,11.88198,16384000.0,"(2.0, 0.5, 0.044)"
1,19.243467,15.368475,24.224464,4.5915446,1.8238894,14.051207,16384000.0,"(2.0, 0.5, 0.065)"
2,7.278729,5.8730617,9.066898,5.347929,2.069188,19.490412,16384000.0,"(2.0, 0.5, 0.096)"
3,2.8101535,2.207047,3.7605584,6.9910345,2.539103,32.83667,16384000.0,"(2.0, 0.5, 0.141)"
4,0.9830495,0.7538298,1.3227394,9.225349,3.4068913,56.3096,16384000.0,"(2.0, 0.5, 0.208)"
5,0.2809072,0.20950025,0.38420007,13.071856,3.5561674,79.350945,16384000.0,"(2.0, 0.5, 0.306)"
6,0.15354717,0.113396116,0.24126898,16.764734,3.9495487,131.47011,16384000.0,"(2.0, 0.5, 0.45)"
7,63.05527,52.46766,76.867676,3.9716148,1.6878263,11.15274,16384000.0,"(2.0, 1.0, 0.044)"
8,26.44106,21.522533,33.041473,4.424464,1.9012107,13.735676,16384000.0,"(2.0, 1.0, 0.065)"
9,9.860673,7.986827,12.410775,6.181883,2.1602745,40.18519,16384000.0,"(2.0, 1.0, 0.096)"
10,3.95118,3.1047328,5.1220155,6.835065,2.562803,34.41236,16384000.0,"(2.0, 1.0, 0.141)"
11,1.4988174,1.1390833,1.9504851,8.668425,3.0513659,41.143616,16384000.0,"(2.0, 1.0, 0.208)"
12,0.4691078,0.34749493,0.66286063,12.395844,3.8295672,80.80528,16384000.0,"(2.0, 1.0, 0.306)"
13,0.16340677,0.12144801,0.24877606,19.548876,4.5343914,134.73665,16384000.0,"(2.0, 1.0, 0.45)"
14,46.45727,38.365154,56.608665,4.1367908,1.9777662,10.999115,16384000.0,"(3.0, 0.5, 0.044)"
15,18.092983,14.650854,22.577188,5.0964117,2.1280673,19.281273,16384000.0,"(3.0, 0.5, 0.065)"
16,6.9346805,5.5887637,8.662934,6.2303047,2.3252714,31.61285,16384000.0,"(3.0, 0.5, 0.096)"
17,2.649552,2.0713751,3.451803,7.843746,3.20149,45.07303,16384000.0,"(3.0, 0.5, 0.141)"
18,0.9603564,0.72265965,1.3214781,10.974691,3.90332,71.49988,16384000.0,"(3.0, 0.5, 0.208)"
19,0.27972898,0.21263658,0.39246783,13.853733,4.65164,74.56529,16384000.0,"(3.0, 0.5, 0.306)"
20,0.08314991,0.059019692,0.14816065,24.169891,5.786189,188.43776,16384000.0,"(3.0, 0.5, 0.45)"
21,54.273457,43.557175,69.12319,4.9271116,2.0243804,20.422333,16384000.0,"(3.0, 1.0, 0.044)"
22,21.020073,16.662056,26.441452,5.490979,2.103455,25.81515,16384000.0,"(3.0, 1.0, 0.065)"
23,8.227088,6.7418346,10.711652,7.0738316,2.7015994,31.899303,16384000.0,"(3.0, 1.0, 0.096)"
24,3.0656562,2.4089766,4.0931773,8.196875,3.2143257,34.79856,16384000.0,"(3.0, 1.0, 0.141)"
25,1.1325456,0.85388386,1.7430779,14.331356,4.2385573,100.124,16384000.0,"(3.0, 1.0, 0.208)"
26,0.37004274,0.27463913,0.52469623,15.041309,4.9642806,80.912926,16384000.0,"(3.0, 1.0, 0.306)"
27,0.09274154,0.06365461,0.16607921,31.674698,6.324079,220.57124,16384000.0,"(3.0, 1.0, 0.45)"
28,45.146366,37.254494,56.67273,4.1994314,1.5502315,13.811114,16384000.0,"(4.0, 0.5, 0.044)"
29,17.704641,14.404841,21.664164,4.5425425,1.7792985,18.89545,16384000.0,"(4.0, 0.5, 0.065)"
30,6.537875,5.280314,8.148873,5.828061,2.2019503,33.5391,16384000.0,"(4.0, 0.5, 0.096)"
31,2.5577078,1.9696234,3.5628884,8.02776,2.764472,57.901413,16384000.0,"(4.0, 0.5, 0.141)"
32,0.9168425,0.7003878,1.2508023,10.943072,3.5818598,74.67679,16384000.0,"(4.0, 0.5, 0.208)"
33,0.27176946,0.20174989,0.38798448,14.105574,4.522856,84.53386,16384000.0,"(4.0, 0.5, 0.306)"
34,0.06385216,0.045146257,0.10670075,25.444233,5.662357,187.29622,16384000.0,"(4.0, 0.5, 0.45)"
35,46.211063,38.407894,55.55766,3.4073658,1.4672375,9.87386,16384000.0,"(4.0, 1.0, 0.044)"
36,19.41968,15.864006,26.129408,5.9141436,1.8182783,40.75658,16384000.0,"(4.0, 1.0, 0.065)"
37,6.9876323,5.597677,8.869,6.300704,2.2511315,32.9799,16384000.0,"(4.0, 1.0, 0.096)"
38,2.7629268,2.1723318,3.589797,8.025561,2.9803088,47.25987,16384000.0,"(4.0, 1.0, 0.141)"
39,1.0155822,0.7845944,1.4073374,11.613891,3.8261626,74.13678,16384000.0,"(4.0, 1.0, 0.208)"
40,0.31723952,0.22677611,0.45258602,15.532459,4.791563,88.61765,16384000.0,"(4.0, 1.0, 0.306)"
41,0.070666336,0.049472652,0.14183378,36.726933,6.4249244,256.5121,16384000.0,"(4.0, 1.0, 0.45)"
