band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,335152907480910.25,295408538215894.7,380296313416163.94,5.071674119043591,2.7461009757458887,7.511580943594251,1440.0
5,749423179798424.4,664115531170581.6,841600761350003.9,19.09507717260274,15.556367436729285,23.18628742007476,14400.0
8,165202995079527.88,142425260909520.62,191226414155230.16,30.51712804539539,19.41887971761596,43.945176084251415,27360.0
11,13141542239615.842,10570588108246.875,17736291082571.215,111.39806762647868,10.98487934987652,308.4732787528968,56160.0
14,337006310281426.3,306783353895233.0,370359735163857.6,11.291222164899464,7.854333194965427,16.695338913703587,112320.0
17,435378941930059.2,411184989215519.44,461346191347688.56,3.0236897461680563,1.9707731018908783,6.354886376253429,901440.0
20,24686940830581.95,23105731332537.004,26509133107290.83,5.047185051983972,2.628406928212577,12.331541795031704,1802880.0
23,4746585836475.8125,4384591116900.5767,5597285653166.588,19.786718649923234,2.3986443424869464,124.51275642347102,14423040.0
26,269802214438.99313,253896992253.72174,287069196759.63654,3.7165729468081192,2.597014410842221,6.261409245868261,7211520.0
30,26489589327.44494,24512272732.05573,28679411254.015984,7.253037699710088,4.954223718708938,13.814528413582282,14423040.0
