band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,99186.0,0.4,-0.8,0.0027335148576465,200.0,0.33,-0.7,0.0003232683689423343,0.002260330623723558,150.0,376596.0
3,100000.0,0.1,-0.5,0.0142803304985508,200.0,0.1,-0.49,4.124394005104984e-13,0.013651831463804068,225.0,10008.0
5,100000.0,0.7,-1.2,0.0097910020720345,150.0,0.6,-1.18,2.925447425849901,0.008445938595063818,75.0,25000.0
6,100000.0,0.4,-1.1,0.008951059423299,0.0,0.5,-1.15,1.1035616048399122,0.008911178240486595,100.0,23728.0
8,100000.0,0.5,-1.1,0.0041790468205925,75.0,0.36,-1.0,0.017528976890115275,0.0013870222077397854,25.0,961083.0
9,100000.0,0.5,-1.1,0.0030831783470413,0.0,0.5,-1.1,0.0274185301225423,0.0030831783470413,0.0,189843.0
11,100000.0,0.2,-0.9,0.0059459761231443,50.0,0.17,-0.8,1.7214904419321588e-07,0.004248557757106086,25.0,100000.0
12,100000.0,0.1,-0.3,0.0038185369651949,25.0,0.11,-0.4,1.3748930559848259e-13,0.0016312932219004275,25.0,720810.0
14,100000.0,0.1,0.0,0.0048984791376279,150.0,0.08,0.4,8.247582955350481e-23,0.0034406871253173446,100.0,150000.0
16,100000.0,0.1,0.1,0.006384462672812,350.0,0.08,0.4,6.5061074538964235e-24,0.004851398429432274,250.0,75000.0
