band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,0.022099603393249255,0.017032667528606927,0.028375617036683336,95.88036373007344,55.39784865345414,144.1665409676844,99186.0
3,0.24070264548213688,0.20042656937209824,0.28558284549991014,45.29625308229553,36.24118423095234,55.28311849547716,110431.0
5,2.0588760170083065,1.8873114278580694,2.23582829745371,8.838965839485661,7.716731416195661,10.068063343472932,1093994.0
6,1.4218243298143942,1.2993210426605526,1.5483864659227449,9.618698751605445,8.517806453453481,10.782415265627856,552599.0
8,0.1594642558152212,0.13768533475095804,0.18479541252374074,31.080470551647096,19.80035556942748,45.141945905681176,3581736.0
9,0.03948268337646093,0.035016318018399245,0.045092243417050655,21.747176888750072,11.324563851988563,56.517966929672774,5374189.0
11,0.010367630135513173,0.008295157481401904,0.013139411922872778,77.26139522301793,36.85259391112868,185.365613591069,6810311.0
12,0.003930107108805819,0.0029302302356169776,0.00553013030028317,155.46702871532148,53.953867176216086,425.56217368255983,22427727.0
14,0.0002997531490005033,0.00021268393996298573,0.0005189899877254417,364.1289815501178,56.04505154593374,1141.930694567739,12627411.0
16,6.227513908136197e-05,3.510298568873324e-05,0.00012034868384316682,686.0846762249148,138.59241859811445,1817.8672173708549,8257312.0
