band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,31800.0,2.3,0.2,0.0036725424019246,50.0,1.85,0.4,10.482305300701622,0.0035482985396606548,50.0,152809
5,41340.0,1.7,0.5,0.0030224210153917,25.0,1.67,0.5,5.21604932995348,0.002992570162298036,25.0,209283
8,66780.0,0.8,2.0,0.0029724735088897,25.0,0.93,1.6,0.8019100339812449,0.0029622502639716775,25.0,213934
11,104940.0,0.3,7.8,0.0022091825447206,75.0,0.3,7.8,1.5850014235079392e-05,0.0022091825447206,75.0,398443
14,162180.0,1.3,1.1,0.0023471146229273,100.0,1.23,1.2,0.504115710191136,0.002333109936864086,100.0,346372
17,257580.0,0.7,2.0,0.0009271569596702,25.0,0.64,2.3,0.030908234408476367,0.0008190663655842367,25.0,2785000
20,381600.0,0.4,4.0,0.0008522562045971,0.0,0.4,4.0,0.0003475802309836,0.0008522562045971,0.0,2444995
23,610560.0,0.3,5.7,0.0013470842802772,0.0,0.3,5.7,2.8292689232683356e-06,0.0013470842802772,0.0,1030320
26,973080.0,0.2,8.8,0.0010403906800211,25.0,0.2,8.8,1.2209747444528595e-10,0.0010403906800211,25.0,1642072
29,1376940.0,0.2,8.0,0.001272410398685,75.0,0.2,8.0,5.908743781878587e-11,0.001272410398685,75.0,1161792
32,419760.0,0.7,2.6,0.0013035008681954,25.0,0.74,2.4,0.00021991648456252526,0.0012918285433932697,25.0,1062517
