band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,720.0,0.2,13.0,0.0128570908641816,0.0,0.16,13.0,87.25069676480376,0.00998604427287686,0.0,18450
5,7200.0,0.1,11.0,0.007941785226269,75.0,0.1,11.0,1.320109517802167e-07,0.007941785226269,75.0,30753
8,13680.0,0.2,14.0,0.0045708234466777,75.0,0.2,14.0,12324.432232147534,0.0045708234466777,75.0,87649
11,28080.0,0.2,20.0,0.0016731938002944,50.0,0.21,20.0,1670.505285586082,0.0014633160787582145,50.0,910815
14,56160.0,0.1,0.8,0.014268238389257,500.0,0.09,1.1,0.00044820706032580685,0.012394400258168292,550.0,11845
17,450720.0,0.1,7.8,0.0075441566220219,0.0,0.1,7.8,5.890290101222001e-06,0.0075441566220219,0.0,31690
20,901440.0,0.1,12.0,0.0007356684471658,25.0,0.1,12.0,1.0807607813121864e-08,0.0007356684471658,25.0,3422655
23,7211520.0,0.1,14.0,0.0009388921416284,25.0,0.1,14.0,4.681925466361654e-10,0.0009388921416284,25.0,2028240
26,3605760.0,0.1,7.5,0.001184386680023,25.0,0.1,7.5,1.1384961282352361e-08,0.001184386680023,25.0,1352160
30,7211520.0,0.1,4.3,0.00268851860683,25.0,0.1,4.3,5.944568884801985e-08,0.00268851860683,25.0,253530
