band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,178065156509299.75,156694615483569.03,201203605560932.28,1.385106012629775,0.4406099009341564,2.452241008123639,720.0
5,324825565980986.6,279398852374923.03,374902008075799.5,30.696776385693788,22.475870842171126,38.18408462284305,7200.0
8,58410843451413.41,49861940388880.6,68934565175053.73,38.61881086429352,16.44335903923395,62.14688711707902,13680.0
11,7163443203756.451,6796063419521.569,7560021708133.953,2.201127068434408,1.1445149999669477,3.7714320004038173,28080.0
14,88424916896429.14,75185358854827.27,103646219640992.55,37.136613793113206,26.74273233118817,55.959007998092815,56160.0
17,455299187431104.0,429565403445228.44,483277412087987.06,3.260256690683601,2.2608747164516765,6.270571466968885,450720.0
20,30929274966596.152,29031654523396.54,33017174176328.305,4.174450718795529,2.502771373913907,8.405625456395002,901440.0
23,5115721600994.127,4809646057012.233,5481501041765.621,4.293491735104435,2.1397043958035917,14.028608590703984,7211520.0
26,676791070694.4324,621602876341.2462,768234813767.1838,14.193115312265753,3.9024094400596208,66.81251350881716,3605760.0
30,55594045509.22258,51104817795.48399,60704401064.62301,9.105534554714719,5.739986626576314,19.693746884214185,7211520.0
