band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,382866534839862.25,324100396849161.56,450196057219146.4,9.177796817079841,5.344246817444709,12.533964069701758,1344.0
5,745291254872750.4,649889410872961.9,847346375935032.8,19.15938855561074,15.821494598233595,22.584208884698086,4032.0
8,179532301926889.16,156596775548569.7,204282300542555.75,24.56317531649041,19.768969540025036,29.5396532193005,11424.0
11,10684743872421.205,9879611783486.793,11678107354116.014,8.575494787709745,3.301797208521548,19.735710273067873,31584.0
14,162517112319553.5,134269282795991.4,196280737753400.75,53.4077158125441,31.659409692602228,84.90391236999169,87360.0
17,399493607211459.0,372468552766742.4,428998732129312.1,5.507585044526925,3.7784584305721394,8.769745304942074,242592.0
20,126293524500393.58,116828643440755.9,136960797863753.83,7.410565087677751,4.600879255237682,14.709857286836824,673344.0
23,13956289927028.244,13058218225405.338,15012587230488.223,5.128342487537946,2.5516563347783636,14.651006930364392,1870176.0
26,3497926228281.2046,3253829009768.1045,3773109226089.828,6.25843724644632,3.871573014235912,13.701746641034662,5189856.0
30,43165466222.89688,39052308188.552635,48001535105.82993,14.015626640568929,8.286225118946293,31.070937447691534,3901632.0
