band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,281028872131271.8,243195230952944.2,324909920823591.8,7.303372003335761,4.052497447457045,10.131366934392815,1440.0
5,432801610204231.1,361934794405929.94,511730924483541.56,42.80833513753516,33.97870192692042,51.2451093438734,14400.0
8,77149671053070.02,62224157091447.79,94934615054658.62,65.57464901489628,38.65906556063127,93.196154105171,27360.0
11,8120511753051.349,7489883818492.548,9043997163789.064,11.671391023873383,1.741691787788265,33.42726000072699,56160.0
14,312668850164710.2,284683180104546.1,342754715547101.06,11.02266225554412,8.567268825180518,14.325151658852029,112320.0
17,473176159120663.5,448198850036450.9,499560926751904.9,2.4621814537376014,1.7277482126861559,4.171664151813809,901440.0
20,25750805375879.758,24126763424395.08,27681573340836.453,4.9723162757236885,2.5609447795727838,15.144710560305452,1802880.0
23,6401039872472.909,5975740610683.924,6938098085358.53,6.045187201397674,2.7430269342650617,21.491762639863484,14423040.0
26,703356930400.7069,647105343693.8489,794053272635.33,13.190499435756596,3.658641895076368,62.33799297384214,7211520.0
30,66880686608.03705,61846324965.937965,72584702752.2975,7.622873516230854,4.841835870261708,17.467982276194512,14423040.0
