band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,1822473700.0,1700371300.0,1952435800.0,5.2104263,4.4931374,6.0710917,57390260.0
5,2077597800.0,1957286700.0,2201770000.0,3.2469583,2.7779121,3.7653701,57390260.0
8,1658434800.0,1562720100.0,1756838000.0,3.2404633,2.8209534,3.6948435,57390260.0
11,1349044400.0,1269733600.0,1429591300.0,3.3304858,2.9992983,3.6825428,57390260.0
14,249059410.0,227592300.0,271579040.0,9.845651,8.417543,11.466619,57390260.0
18,60630990.0,55454716.0,66288280.0,10.035315,7.303592,14.052322,57390260.0
21,27654232.0,24769062.0,30837306.0,15.866316,11.610804,22.595638,57390260.0
24,19492980.0,16795424.0,22450416.0,29.66537,24.574064,35.52033,57390260.0
27,5376906.5,4510249.0,6354094.5,42.0025,31.563967,57.02611,57390260.0
31,164567.6,128540.12,218887.5,105.728,48.18379,314.0947,57390260.0
