band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,930436350.0,845057700.0,1021506400.0,11.4734535,9.685472,14.096589,57419247.0
5,2321099000.0,2173827300.0,2472826400.0,4.321749,3.7806487,4.9028773,57419247.0
8,1711880600.0,1608208100.0,1819151700.0,3.8177352,3.3003387,4.358519,57419247.0
11,1487492400.0,1403327500.0,1572967300.0,2.9475675,2.6434932,3.266759,57419247.0
14,350565760.0,321480260.0,380877730.0,8.853597,7.7604337,10.020347,57419247.0
18,71406210.0,65470708.0,77831480.0,9.277631,7.0974936,12.407569,57419247.0
21,27985542.0,25214060.0,31042608.0,14.152536,10.132264,20.44001,57419247.0
24,23399634.0,20473726.0,26575068.0,23.594406,19.813871,27.847515,57419247.0
27,11426147.0,9846248.0,13131200.0,29.143433,24.490965,34.455254,57419247.0
31,307591.6,254835.25,373356.12,52.778645,33.75305,124.280266,57419247.0
