band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,930436350.0,845057700.0,1021506400.0,11.4734535,9.685472,14.096589,57419247.0,0.02359410158938202,0.1,0.0,0.00013073424157613746,0.0,930436350.0,0.00017922373901249443
5,2321099000.0,2173827300.0,2472826400.0,4.321749,3.7806487,4.9028773,57419247.0,0.03237183989662051,0.2,-0.1,41224.98585858579,25.0,2285513200.0,0.00017922373901249443
8,1711880600.0,1608208100.0,1819151700.0,3.8177352,3.3003387,4.358519,57419247.0,0.024266079379793887,0.2,0.4,8843.393254795612,0.0,1711880600.0,0.00017922373901249443
11,1487492400.0,1403327500.0,1572967300.0,2.9475675,2.6434932,3.266759,57419247.0,0.030990236570838547,0.2,0.1,15356.979124579124,50.0,1459527300.0,0.00017922373901249443
14,350565760.0,321480260.0,380877730.0,8.853597,7.7604337,10.020347,57419247.0,0.017476101350395193,0.2,-0.5,22646.774603174603,25.0,342419230.0,0.00017922373901249443
18,71406210.0,65470708.0,77831480.0,9.277631,7.0974936,12.407569,57419247.0,0.01633772720015314,0.2,-0.2,1727.5456030725375,0.0,71406210.0,0.00017922373901249443
21,27985542.0,25214060.0,31042608.0,14.152536,10.132264,20.44001,57419247.0,0.015075888122371595,0.2,-0.4,1194.262160543275,50.0,25857082.0,0.00017922373901249443
24,23399634.0,20473726.0,26575068.0,23.594406,19.813871,27.847515,57419247.0,0.008123423506709027,0.2,-1.0,16623.116616716616,0.0,23399634.0,0.00017922373901249443
27,11426147.0,9846248.0,13131200.0,29.143433,24.490965,34.455254,57419247.0,0.010086717814962953,0.2,-1.1,13782.504166666664,75.0,9923403.0,0.00017922373901249443
31,307591.6,254835.25,373356.12,52.778645,33.75305,124.280266,57419247.0,0.03292460383207463,0.2,-1.1,227.7913411458333,350.0,164009.77,0.00017922373901249443
