band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,404638243245545.06,336253012725346.8,486435511942763.3,4.984684973724091,1.6310699871176657,7.899402161956441,672.0
5,726207661379183.4,636713056543821.6,820541568026204.0,22.10809253310215,18.62389354443278,25.663943818496918,6720.0
8,172758414241920.12,150075738333051.4,198175745468764.72,27.01176192119095,19.469442540916244,35.71810339698956,12768.0
11,10312080979158.943,9508736097454.166,11358675360067.785,9.955516014727445,2.822414952588954,25.242558644620313,26208.0
14,260933144697245.03,233019821798603.84,291781709601379.94,17.159369120197628,12.404441724209333,23.441854243580725,52416.0
17,457678001431811.44,431513034473207.7,485727832408669.25,3.20827882676528,2.2270483219327146,5.5374203079602085,420672.0
20,32651372957986.49,30598049681151.703,34992619860966.43,4.674552026045136,2.5958506999627886,11.092676954205949,841344.0
23,6188052517692.42,5718660319790.0625,7074987051918.105,14.056033300452466,2.92409321613622,80.21366040548564,6730752.0
26,500443663659.6297,461222190841.50305,552013707924.8633,9.796255103993774,4.317053752656631,34.08307004617414,3365376.0
30,46221654377.40374,42041114936.682076,51257826503.66432,12.660879573883083,7.226661632758306,32.38076783471244,6730752.0
