band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,672.0,0.1,9.9,0.0086002688344691,0.0,0.1,9.9,7.432926813614709e-07,0.0086002688344691,0.0,25831
5,6720.0,0.1,3.4,0.0133194027925313,100.0,0.11,3.0,0.34881232509965077,0.013312247193186945,100.0,10080
8,12768.0,0.1,5.7,0.0127967919452461,200.0,0.11,5.5,0.0017925035276838682,0.012764765525807749,225.0,10773
11,26208.0,0.2,11.0,0.0025443389139859,75.0,0.19,11.0,2089.7779651201163,0.002414320067729483,75.0,318781
14,52416.0,0.1,0.2,0.0193972347095304,0.0,0.12,-0.1,38115.015606754285,0.01910168057807815,0.0,4914
17,420672.0,0.1,8.3,0.0069610848161414,0.0,0.1,8.3,3.589448415848745e-06,0.0069610848161414,0.0,39438
20,841344.0,0.1,12.0,0.0012655783665843,50.0,0.1,12.0,1.1203505408495396e-08,0.0012655783665843,50.0,1197928
23,6730752.0,0.1,12.0,0.0012820783697433,50.0,0.1,12.0,2.0906977612441568e-09,0.0012820783697433,50.0,1137094
26,3365376.0,0.1,6.7,0.0010225143010237,25.0,0.1,6.7,2.0566324927691062e-08,0.0010225143010237,25.0,1682688
30,6730752.0,0.1,3.8,0.0026759061924215,50.0,0.1,3.8,1.1003637951818829e-07,0.0026759061924215,50.0,266206
