band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,0.028307515804638948,0.02299058996539759,0.03466327519524856,61.312623045524376,37.83538250826292,93.14380807915799,100000.0
3,0.4651788234922701,0.41065889336017053,0.5239624874285576,20.291024017309315,17.139798011854687,23.690719647402545,100000.0
5,2.0546879673610423,1.9018394253059965,2.2121823017987237,6.662685575905655,5.765407977289399,7.6744420229247,100000.0
6,1.4411454156686152,1.3278300719141496,1.5578876027262483,7.673074716113337,6.76266367066508,8.657274065661813,100000.0
8,0.11905955986941605,0.10495930289278407,0.1354627755722532,22.719706969562395,14.181013901746484,38.698902465571486,100000.0
9,0.038689938484936966,0.03416649149864724,0.044392645358980236,23.432595601335063,12.30717893553752,61.115652984276,100000.0
11,0.01767883610641111,0.014549839876370207,0.021376935021463886,52.743853122140024,33.994199666449475,94.05244653173678,100000.0
12,0.005019963799202603,0.003981167170697884,0.00659939602529465,93.8773504064587,41.09665535763616,280.321251755252,100000.0
14,0.0003732423451495425,0.00026673376804887104,0.0007503547135906704,620.0085133136596,46.07785733333385,1725.1900217543077,100000.0
16,8.947893123131835e-05,5.777679697985764e-05,0.00014704924321733376,358.27805812122585,111.1411495183505,987.716850429806,100000.0
