band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,361354271985990.2,320798738387083.44,406107622654272.75,9.142670917849498,6.224052234485699,11.80554561200713,2688.0
5,755779683027149.8,667715845985644.8,849226484750315.9,19.873395552696017,16.942109893351347,22.943186694780138,8064.0
8,180852878610569.2,157654028596631.47,206359231815582.3,25.475584141179606,19.418336130875034,32.40262705102779,22848.0
11,10579923578931.871,9763951020942.709,11608797400861.787,9.40412830529492,3.364547285029867,22.641049572436675,63168.0
14,159597475678128.6,132169963277983.27,191867093287758.4,50.64115644327266,31.101517083003532,83.56528243401,174720.0
17,399360220538642.75,372088920576059.94,428998493437714.2,5.592850121550612,3.742510988428031,9.274131236787213,485184.0
20,126341034973569.19,116791879852107.77,137240330448133.94,7.696340562570194,4.559319152027396,17.831332959834647,1346688.0
23,13958546446719.416,13064071545181.982,15007627462823.148,5.143166710432267,2.566482911135922,14.589870985564254,3740352.0
26,3500124268000.5537,3256699904306.3716,3775107148003.3667,6.2791092397074255,3.885506393888764,13.782795906119881,10379712.0
30,43210000253.40086,39037677186.325676,48204436938.56588,14.699234895974445,8.259990459473135,36.812460548264816,7803264.0
