band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,1177774300.0,1085649200.0,1276238700.0,7.8881035,6.7814355,9.279733,57824238.0
5,2880509200.0,2718592800.0,3046499000.0,2.9157014,2.5259113,3.3335457,57824238.0
8,1827356300.0,1720742100.0,1937364500.0,3.3882952,2.9265642,3.872236,57824238.0
11,1390923600.0,1312384900.0,1470517000.0,2.917553,2.61294,3.2383475,57824238.0
14,292119680.0,267472940.0,317873820.0,9.318104,8.03501,10.718221,57824238.0
18,54150656.0,49803116.0,58887572.0,8.531016,6.306366,12.651335,57824238.0
21,23956060.0,21429948.0,26787198.0,16.482788,11.398751,25.385132,57824238.0
24,18260452.0,15712404.0,21068972.0,30.356003,24.83296,36.771297,57824238.0
27,8273984.0,6927880.5,9753366.0,42.051674,34.199646,51.28966,57824238.0
31,240011.61,191638.56,302283.75,75.99342,46.090584,178.93135,57824238.0
