band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,57824238.0,0.1,0.2,0.0323954377333863,50.0,0.11,0.0,0.005939101315047006,0.031579670828362216,0.0,1764
5,57824238.0,0.2,0.7,0.0268984756793537,50.0,0.22,0.5,56776.544501351986,0.026680361867576274,50.0,2646
8,57824238.0,0.2,0.8,0.0196165897613573,0.0,0.23,0.5,72231.53448887933,0.01944661152361704,0.0,5022
11,57824238.0,0.2,0.2,0.0295788357024006,100.0,0.22,0.0,82336.77013038255,0.028283361003377916,25.0,2232
14,57824238.0,0.2,-0.4,0.0179148443170505,50.0,0.2,-0.43,14984.694164125696,0.01667197286029276,0.0,6696
18,57824238.0,0.2,-0.1,0.0149949051459708,0.0,0.25,-0.4,48122.213122213114,0.013362801092509216,0.0,10587
21,57824238.0,0.2,-0.5,0.0111610149248436,0.0,0.24,-0.7,35566.3744049471,0.008894604654946403,0.0,23821
24,57824238.0,0.2,-1.0,0.0096607343766903,50.0,0.17,-0.9,571.3731393043063,0.0077661693556248385,50.0,31762
27,57824238.0,0.2,-1.0,0.0141687155014075,500.0,0.23,-1.1,26689.11449832985,0.012186908646813321,425.0,11910
31,57824238.0,0.3,-1.2,0.0376684738620474,500.0,0.6,-1.27,100000.0,0.03386918273855033,600.0,1674
