filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,105.02209,27.378706,626.07263,753.903,10.089722,772.35266,262144000.0,"(2.0, 0.5, 0.044)"
1,38.57423,14.07394,272.467,1018.09595,6.095307,854.14886,262144000.0,"(2.0, 0.5, 0.065)"
2,30.087484,8.941023,174.51154,825.7383,5.479582,847.71796,262144000.0,"(2.0, 0.5, 0.096)"
3,24.735935,4.736554,124.40084,877.8895,8.9510975,788.7432,262144000.0,"(2.0, 0.5, 0.141)"
4,7.208369,1.5997868,39.27369,774.5641,9.087828,861.3816,262144000.0,"(2.0, 0.5, 0.208)"
5,1.0653625,0.33170462,7.509088,1051.9979,9.293052,820.31946,262144000.0,"(2.0, 0.5, 0.306)"
6,0.619021,0.20987047,6.490139,1823.6869,10.2553215,881.34436,262144000.0,"(2.0, 0.5, 0.45)"
7,114.91566,32.235943,1166.4084,2096.1992,7.7995496,917.3821,262144000.0,"(2.0, 1.0, 0.044)"
8,62.611774,17.722,471.68472,1030.8181,9.482702,829.5453,262144000.0,"(2.0, 1.0, 0.065)"
9,22.525793,10.462228,141.66382,680.16907,7.0165014,799.027,262144000.0,"(2.0, 1.0, 0.096)"
10,34.97532,6.160454,242.34747,982.7564,9.62854,883.4099,262144000.0,"(2.0, 1.0, 0.141)"
11,9.606609,2.6854913,73.32974,1143.9196,8.264668,862.7132,262144000.0,"(2.0, 1.0, 0.208)"
12,3.2386072,0.8743732,15.895839,554.4735,14.36725,737.3978,262144000.0,"(2.0, 1.0, 0.306)"
13,0.6287056,0.22606516,5.9962063,1708.1414,8.424973,863.8887,262144000.0,"(2.0, 1.0, 0.45)"
14,36.486637,21.684122,140.93718,215.37187,5.650468,612.7409,262144000.0,"(3.0, 0.5, 0.044)"
15,39.038853,12.347499,519.2921,3303.9172,5.6552,917.62683,262144000.0,"(3.0, 0.5, 0.065)"
16,48.493725,10.601159,306.62747,1107.8469,7.334106,843.567,262144000.0,"(3.0, 0.5, 0.096)"
17,21.717463,4.69659,153.6847,1314.7622,7.6352763,880.1849,262144000.0,"(3.0, 0.5, 0.141)"
18,4.027817,1.3354969,43.281723,2197.3242,8.269064,899.4956,262144000.0,"(3.0, 0.5, 0.208)"
19,1.076275,0.32680336,13.161305,2686.2625,11.503308,911.683,262144000.0,"(3.0, 0.5, 0.306)"
20,0.28135923,0.069517896,5.429546,7004.489,11.161461,951.59393,262144000.0,"(3.0, 0.5, 0.45)"
21,101.62851,30.377682,951.93585,1567.5199,9.984901,878.1379,262144000.0,"(3.0, 1.0, 0.044)"
22,33.638905,13.159378,366.86755,2228.7986,5.564628,894.0319,262144000.0,"(3.0, 1.0, 0.065)"
23,50.23436,9.418605,490.4124,2441.468,5.9198,944.9405,262144000.0,"(3.0, 1.0, 0.096)"
24,7.6293087,4.723534,18.65398,62.52659,7.6959443,373.6753,262144000.0,"(3.0, 1.0, 0.141)"
25,2.8048594,1.670763,9.617628,162.36229,7.506635,523.56177,262144000.0,"(3.0, 1.0, 0.208)"
26,1.6920822,0.42520803,20.970282,3016.5122,8.71961,926.6486,262144000.0,"(3.0, 1.0, 0.306)"
27,0.19155832,0.06454775,3.0131574,4717.0156,9.3011265,935.9742,262144000.0,"(3.0, 1.0, 0.45)"
28,64.19461,25.438221,501.2204,1255.7456,6.3383613,847.2458,262144000.0,"(4.0, 0.5, 0.044)"
29,34.89332,11.728312,316.07837,1580.4366,5.7701893,843.5083,262144000.0,"(4.0, 0.5, 0.065)"
30,29.146175,9.419136,327.22775,2336.3357,7.8442826,916.20044,262144000.0,"(4.0, 0.5, 0.096)"
31,7.5720377,4.820289,19.796547,68.90635,7.179874,391.99222,262144000.0,"(4.0, 0.5, 0.141)"
32,3.5108461,1.2400357,24.140165,871.9005,11.21833,819.4465,262144000.0,"(4.0, 0.5, 0.208)"
33,1.0570555,0.31471393,8.104514,1119.5173,12.701641,837.10895,262144000.0,"(4.0, 0.5, 0.306)"
34,0.111937195,0.038035333,2.1559286,7045.7783,11.143202,944.9882,262144000.0,"(4.0, 0.5, 0.45)"
35,89.84374,24.92053,725.7615,1499.5289,7.492201,871.541,262144000.0,"(4.0, 1.0, 0.044)"
36,44.407967,12.436911,462.4336,2028.3464,5.5911455,912.6461,262144000.0,"(4.0, 1.0, 0.065)"
37,43.91499,9.567568,485.37286,2833.519,7.8886023,939.4169,262144000.0,"(4.0, 1.0, 0.096)"
38,43.7685,5.097476,372.01343,2722.275,11.485661,958.3851,262144000.0,"(4.0, 1.0, 0.141)"
39,4.964073,1.9402485,29.413418,612.81305,13.245623,756.3016,262144000.0,"(4.0, 1.0, 0.208)"
40,1.3922533,0.3203017,21.506079,4450.6143,12.681466,934.6761,262144000.0,"(4.0, 1.0, 0.306)"
41,0.16450445,0.0468929,3.1398225,6667.7666,11.429422,954.33307,262144000.0,"(4.0, 1.0, 0.45)"
