band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,1440.0,0.1,9.9,0.1534821420587385,0.0,0.1,9.9,7.178709772193236e-07,0.1534821420587385,0.0,75
5,14400.0,0.1,6.9,0.0209310293220342,200.0,0.1,6.9,1.1061824198914792e-05,0.0209310293220342,200.0,4050
8,27360.0,0.1,8.7,0.0176741952452208,300.0,0.09,8.6,8.050427519556285e-10,0.017635862010825232,250.0,5770
11,56160.0,0.2,9.4,0.0043400694674713,150.0,0.19,9.3,4647.765006917486,0.004042522667284637,125.0,113848
14,100000.0,0.1,5.2,0.0677488908928617,50.0,0.1,5.2,9.269775516681565e-05,0.0677488908928617,50.0,390
17,100000.0,0.1,14.0,0.0067902657151691,0.0,0.12,14.0,0.0008783064333834913,0.004461410913045485,25.0,94921
20,100000.0,0.2,7.1,0.001819778116969,25.0,0.19,7.4,23352.357173463595,0.0017605694577674056,25.0,569530
23,100000.0,0.2,5.2,0.0021964259569599,50.0,0.19,5.3,27184.438752056896,0.001938862239671768,25.0,506250
26,100000.0,0.2,3.8,0.0023611749568802,0.0,0.2,3.8,15179.024210009253,0.0023611749568802,0.0,337500
29,100000.0,0.2,2.1,0.0033904910624026,0.0,0.21,1.9,53287.343486904916,0.003218416473334207,0.0,180198
