band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,390799019528792.25,321301104855209.56,470562205341252.5,5.981111531435575,3.060705954609356,8.597464738114715,1440.0
5,861986803825730.0,759763818129348.9,970573614731449.4,20.51336935919681,17.319409177727735,23.942896057246706,14400.0
8,182634081170201.7,157427424523587.7,210861554914362.12,30.720030953221475,21.959828601495733,41.22304318465561,27360.0
11,14133839770939.35,11410423084883.053,18955785893579.93,105.61616884452665,12.570871075918541,283.3764029459391,56160.0
14,333963696397857.75,308410820885981.7,362067747273171.7,7.901885412069186,5.022119179593329,12.454595100476208,100000.0
17,439154200765636.44,418458083930207.56,461200941867223.6,1.5990809413242513,1.112938801972999,2.882672140793697,100000.0
20,18632354905639.773,17597874107356.14,19973859949241.344,3.611285600509193,1.5798663696699151,15.278751038452922,100000.0
23,5684016531926.229,5313016759879.102,6385912458669.982,9.221800429930449,2.312359346900383,81.39275425465279,100000.0
26,283654146645.09686,267602237792.21356,300879083343.1291,3.2678325060939155,2.205742366749494,6.772956512107171,100000.0
29,50881085560.33231,47617171303.31512,54408567796.85348,4.675485003666091,3.2902659740543783,9.13045073733296,100000.0
