filter_idx,obs_var,var_exclude_0,var_exclude_50,var_exclude_100,var_exclude_200,kstest_stat_0,kstest_stat_50,kstest_stat_100,kstest_stat_200,kstest_stat_plus100,best_augmented_var,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100
0,49240.44,49240.44,47567.02,46445.723,44603.152,0.010289977054225,0.0106638261140008,0.010135146501411,0.0122474128484509,0.009773337851117891,49240.44,0.009205058492077325,0.008619870551811681,0.00897456440813954,0.008903690379106544,0.008627842454052903,0.007935373564660217,0.007586082920243542,0.006353637863748901
1,17537.885,17537.885,16844.732,16382.722,15628.656,0.0074683176083951,0.0067082594955825,0.0081976111493,0.0084256300867548,0.006836249867394062,17537.885,0.007043072282810869,0.006748505576762098,0.0067239385770735405,0.006449756177985391,0.006112895910006189,0.005706512750005055,,
2,6263.6475,6263.6475,5955.5444,5756.7456,5439.666,0.0088686333075707,0.0077298541541014,0.0086197109955787,0.0112754743675737,0.00839293258491458,5955.5444,0.008137601927153737,0.007872396046781152,0.0075900155518346946,0.007467383940079453,0.007471321320558277,0.007655723249856028,,
3,2366.954,2366.954,2227.2817,2137.6775,1998.3094,0.0107790704298762,0.0081079295814525,0.0087260844482914,0.0104658391472424,0.008320195124264407,2366.954,0.007906163137816336,0.008097029209096385,0.00835734701247165,0.008107929581452566,0.008059131768812303,0.007010594748050658,,
4,947.27313,947.27313,884.61237,845.86975,785.70154,0.0110906334374146,0.0098553809669871,0.0099569197230954,0.0098712576097202,0.007990647373126603,884.61237,0.007639196800883652,0.007452862972993524,0.007030260335595402,0.006268607572286422,0.007200092404103332,0.006581437627530606,,
5,332.079,332.079,306.24493,289.56232,264.286,0.0081826909916221,0.0081811492190237,0.0081800457453037,0.0104787957165576,0.008175258353504078,275.9718,0.008180650906935427,0.008173164549305945,0.008177098649607473,0.008177503716218948,0.008177807902577106,0.008173863203805476,0.008174450799343369,0.00817529722311866
6,206.10092,206.10092,190.32748,180.1193,164.55853,0.0105428180587217,0.0104509026629885,0.0104447821078434,0.0104241613715064,0.010413453581003651,171.75935,0.010413875958366625,0.01041430731055848,0.010414748608497115,0.01042416137150648,0.010424534460159118,0.010412524262425948,0.010413068390272617,0.010427381841887406
7,69678.76,69678.76,66897.54,65056.145,62149.707,0.0067211100338887,0.0067211100338887,0.0082566948035789,0.0089770163131098,0.005564030308770618,68023.52,0.005055740243205875,0.004505051164493373,0.003916461205386967,0.003916461205386967,,,,
8,24894.465,24894.465,23650.328,22874.41,21673.168,0.0053413134138738,0.0048459768266341,0.0048151025744356,0.0047562295293652,0.005860165190267108,22874.41,0.005656425899312836,0.005345902960984805,0.005099957699866563,0.004756229529365247,0.004420643562902726,0.004280404431923297,0.0040751898268749365,0.00371976883556413
9,9170.179,9170.179,8643.808,8314.747,7812.0664,0.007225968784411,0.0076764154537196,0.0058924835487165,0.0062465341183702,0.005756833919480342,9170.179,0.005532104748020905,0.005585211237149723,0.005635767257852642,0.0052394217918162456,0.0051890537538078485,0.004953367690609944,0.005071031342324173,0.004593988155711548
10,3411.786,3411.786,3183.9238,3043.1523,2831.7476,0.0065355308681186,0.0073107241415432,0.0090336544976444,0.0071740931365279,0.00584274836786236,3411.786,0.005896631793981755,0.005586709899111808,0.005895362757788472,0.004505158524183497,,,,
11,1237.6008,1237.6008,1139.0726,1081.3073,994.53516,0.0071001074800405,0.007628957294525,0.0078184738073358,0.007713384353554,0.0052913453024476045,1237.6008,0.004717547016193757,0.004756858619822002,0.004085226761743832,0.0037614624252953477,,,,
12,476.75684,476.75684,432.71375,407.36838,370.82425,0.0064702579191266,0.0086928706958369,0.0103509479004541,0.0088859404417055,0.0055557541179254155,419.09088,0.00545365884400828,0.0054540767910764565,0.005457933335218157,0.005453763097089892,,,,
13,219.55444,219.55444,196.11433,182.9929,163.71443,0.0095661730265335,0.0102513341238151,0.0095467857795349,0.0095313390542065,0.009514613572776276,177.48747,0.009515318261431371,0.009516040078293653,0.00951678131673439,0.009531339054206556,0.009513235833319922,0.00951412493787962,0.009512188111218012,0.009513215918180329
14,46275.812,46275.812,44380.54,43158.133,41213.645,0.0057268238106247,0.0057757085854855,0.0066923743541592,0.008995211091085,0.006220506202793574,46275.812,0.005809571188479801,0.005145152572854396,0.00528863208771968,0.004438416094378138,,,,
15,16272.881,16272.881,15450.383,14933.116,14120.05,0.007171757017501,0.0077862429852534,0.0082471750359842,0.0089786665862532,0.007038874618301029,15450.383,0.0070141201659695285,0.00671861376863403,0.00695645424192215,0.006901846406680179,,,,
16,5788.9126,5788.9126,5445.4473,5233.932,4904.817,0.0111527969842165,0.0096676369912287,0.0102920395058289,0.0113703990987348,0.008984477263859314,5788.9126,0.008734538724674612,0.009602929453162212,0.009223969953352881,0.008863651790715243,0.00841205977270272,0.007979853259154512,,
17,2220.192,2220.192,2052.5625,1955.0228,1806.9886,0.0113110953969076,0.0132794469066468,0.0134469133302438,0.0117120824436592,0.008629356613703974,2220.192,0.008706292485714417,0.007748819723665479,0.008047545069558848,0.007340249554151634,,,,
18,881.74634,881.74634,804.38086,760.64716,695.81854,0.0098541647902007,0.0085715047514333,0.0098799307675108,0.0115452560634035,0.007583337622011244,881.74634,0.007266070396457658,0.007060863549911756,0.006959565286593028,0.006755251768239656,0.006618940330473423,0.006585973458178684,,
19,324.85986,324.85986,291.95532,273.20377,245.04263,0.0075046648853314,0.0073939499807474,0.0096024957077428,0.007095510737492,0.0075968867136383955,273.20377,0.007401233340341679,0.0077488576166272125,0.007137691107121563,0.00687581311466115,0.006433827876479718,0.005969586692030959,0.005478854002037625,0.005205481701366699
20,165.35185,165.35185,146.85681,136.27818,120.80008,0.0121855030547719,0.0092321953996033,0.0118950469848592,0.0164657537065918,0.009125668668676479,165.35185,0.009378854753826271,0.00990990138631076,0.009451932992402545,0.008657368819084604,0.008287421180485754,0.008162920266691853,,
21,55034.55,55034.55,51872.047,49892.57,46851.844,0.0076312449300304,0.0067251484497946,0.0060170137595525,0.009571484392419,0.00550445899263495,55034.55,0.006124972380884719,0.0057039277720971615,0.005068139702556929,0.0055270535766724915,0.0053161806627789465,0.004719319172928893,0.0041922303411915385,0.003983498887734749
22,19405.799,19405.799,18157.203,17345.447,16124.54,0.0080140257119043,0.0104850356125958,0.0111632867783086,0.0089091842271544,0.0069017689365602625,19405.799,0.0065568287650834,0.006244807626493376,0.005977205705800112,0.005689977621525177,,,,
23,7223.4434,7223.4434,6641.382,6285.958,5759.4795,0.011689172786341,0.0091333903628039,0.0109721738750211,0.0101622308759724,0.00871612630734897,7223.4434,0.008232893250318507,0.00784170854732702,0.008233194270899982,0.007047974873015728,0.00748760428005002,0.00704042343819522,,
24,2550.4194,2550.4194,2291.717,2143.4282,1934.0385,0.0078779920277381,0.011561985060423,0.012645975616076,0.0102394359382622,0.008453077686916388,2550.4194,0.00860992577307429,0.007569624404269115,0.007872779054413089,0.0072961322988562005,,,,
25,993.3363,993.3363,877.4543,814.34564,725.81995,0.0086700459044527,0.0103741773474405,0.00804603319474,0.0116485570587189,0.008341357612922096,919.7606,0.007811664621744922,0.00837275347610933,0.007508896780508922,0.007815820846596357,0.006788245741764842,0.006552778196658587,0.00601470931524184,0.006389139426276058
26,378.0453,378.0453,325.42987,297.9253,261.14517,0.0084947094575867,0.0050978532346684,0.0071678067743565,0.0067222365423434,0.006440793071511117,344.24588,0.0057407623548839035,0.005511116840012455,0.005143245299895738,0.005097853234668416,0.004256340320688667,0.004287229830635453,,
27,170.64552,170.64552,143.7198,130.05449,112.67359,0.0098529530179589,0.008807342468845,0.01185659747093,0.0113724228468869,0.008108689318576667,136.20692,0.007795554441072404,0.006692287892684015,0.006599753448978951,0.00688831202617185,0.0068737404410678105,0.00706622745825447,,
28,44368.473,44368.473,42447.17,41222.477,39301.79,0.0073783946229879,0.0089935418172732,0.0080466925279564,0.0102302292975073,0.005777174881755387,44368.473,0.0052777627876146455,0.004855126660272158,0.004069450907954117,0.003935105505244896,,,,
29,15727.403,15727.403,14869.8125,14350.221,13547.274,0.0073876053190579,0.0079984662309701,0.0084170461056026,0.0082089040558611,0.006977989554101505,15727.403,0.00680381703532329,0.006608802967126848,0.007122268577615665,0.006024841899643862,,,,
30,5532.0737,5532.0737,5159.0884,4939.1685,4608.1543,0.0101397349447959,0.0111631131397273,0.011840150746549,0.013628255513982,0.009075427027568417,5532.0737,0.009730906143136542,0.009403562708817703,0.009815648683906164,0.00878253476484836,,,,
31,2144.1028,2144.1028,1973.4135,1876.5714,1733.7667,0.0137107476034195,0.0119352517269807,0.0119332262156296,0.0110211302714217,0.010630790573548488,1876.5714,0.010456937678580691,0.01078207486751337,0.010605106315345503,0.010840682571942935,0.01050900447041292,0.01016008445785066,0.0093833165617222,0.008949910464786326
32,836.75854,836.75854,751.42926,706.7017,642.9875,0.0093788682365002,0.0088162404140769,0.0102935785462809,0.0120985130502427,0.008519163977984662,836.75854,0.007852958270307984,0.007687490190892057,0.007109295368494133,0.007068198022420091,0.007222575002336584,0.006472808424535237,,
33,344.8192,344.8192,306.81058,286.96216,258.706,0.0053857794701058,0.0090184840779873,0.0058481509399042,0.008001121487092,0.005848150939904206,344.8192,0.0052733615597451815,0.004788197984012088,0.005138535181936632,0.004286275039544929,,,,
34,138.96523,138.96523,122.64658,113.8615,101.086365,0.0144927203537145,0.0167259105678367,0.0160211896306065,0.0134056313897358,0.01375361749666193,113.8615,0.013032141161632538,0.0123138168571576,0.011654642043088193,0.012900922494285982,0.012521546880726611,0.012113244816508897,0.01166748607702222,0.011343772467375945
35,49227.17,49227.17,46268.543,44399.97,41542.78,0.0057754715707696,0.003297223894935,0.0030571833793734,0.0066589381965271,0.004351611586435267,49227.17,0.00399271178515637,0.003747936938029217,0.0034392702566917732,0.0029526328747715644,0.002823828506105963,0.0028746861798850665,0.002905909220759395,0.002761230092635847
36,18242.844,18242.844,16783.475,15927.687,14666.071,0.0058157818123602,0.0074880078292593,0.0100602462335031,0.0079446823431427,0.0046531074238285175,16783.475,0.004355534120433047,0.004084776217450806,0.004276310042199305,0.004692934939949267,,,,
37,6475.4277,6475.4277,5909.2065,5569.9897,5072.679,0.0110162846859201,0.0067146200732297,0.0093799926534987,0.0078642407463855,0.007583865379283128,6125.8394,0.007223394232767633,0.00759445531043712,0.007291257154209654,0.0067146200732297046,0.006065235968209293,0.006237248626445646,,
38,2418.4358,2418.4358,2161.5662,2007.8282,1791.3143,0.0104907294775377,0.0077814896938723,0.0109266510626554,0.0120327676851226,0.007537307119104497,2418.4358,0.007432530575649965,0.007854366187728057,0.00710819518326733,0.007495385454251324,0.006392708738588548,0.00564762957363929,,
39,964.7728,964.7728,825.4808,757.7803,664.5869,0.0052968140803018,0.0076311954898903,0.0089070369875485,0.0080306005899318,0.008614610904270167,964.7728,0.007270081900564551,0.005860087137069869,0.005851165768979261,0.003971218191467174,,,,
40,374.26288,374.26288,313.11636,284.51688,246.72136,0.0047618329740081,0.0039440185392498,0.0049415874826181,0.005230872933957,0.005101108375909269,374.26288,0.004427052183831541,0.004499432385810298,0.0038828779613940823,0.0031891033742017516,0.003065365624654093,0.002789841621505307,,
41,161.1464,161.1464,130.22737,115.95443,98.385925,0.0098898361531594,0.0125063066127156,0.0156657865768629,0.0110478662202928,0.011296618511141963,161.1464,0.009592543467952228,0.009924679399133572,0.010119140820409878,0.007788812181372284,,,,
