filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,49240.44,38882.65,60244.746,4.773906,2.8015614,11.781327,65536000.0,"(2.0, 0.5, 0.044)"
1,17537.885,13703.031,22308.498,6.268736,3.6368756,14.473557,65536000.0,"(2.0, 0.5, 0.065)"
2,6263.6475,4817.5923,8065.3906,8.682725,4.491842,22.594627,65536000.0,"(2.0, 0.5, 0.096)"
3,2366.954,1740.6023,3189.223,11.592262,5.991223,32.2453,65536000.0,"(2.0, 0.5, 0.141)"
4,947.27313,670.4914,1259.5748,13.660814,7.5809073,37.590374,65536000.0,"(2.0, 0.5, 0.208)"
5,332.079,220.95845,459.92392,18.274677,8.888781,51.722927,65536000.0,"(2.0, 0.5, 0.306)"
6,206.10092,141.26283,293.74957,18.116974,9.422618,55.211193,65536000.0,"(2.0, 0.5, 0.45)"
7,69678.76,56125.305,86983.69,5.7447987,3.1338263,17.97694,65536000.0,"(2.0, 1.0, 0.044)"
8,24894.465,19084.355,32298.969,8.052679,3.9124165,27.09439,65536000.0,"(2.0, 1.0, 0.065)"
9,9170.179,6941.103,12031.187,10.351774,5.0993953,37.49296,65536000.0,"(2.0, 1.0, 0.096)"
10,3411.786,2526.9001,4644.9126,13.050295,6.190512,36.505287,65536000.0,"(2.0, 1.0, 0.141)"
11,1237.6008,843.8459,1762.8108,17.070915,7.522876,61.775856,65536000.0,"(2.0, 1.0, 0.208)"
12,476.75684,316.2686,679.16846,21.40844,9.080053,73.41201,65536000.0,"(2.0, 1.0, 0.306)"
13,219.55444,147.09595,325.56738,28.212692,10.931027,111.60081,65536000.0,"(2.0, 1.0, 0.45)"
14,46275.812,36950.574,58183.97,6.175399,3.5315266,16.70926,65536000.0,"(3.0, 0.5, 0.044)"
15,16272.881,12276.133,21326.924,8.80988,4.700518,30.205154,65536000.0,"(3.0, 0.5, 0.065)"
16,5788.9126,4354.2285,7633.593,11.399204,5.873713,34.65229,65536000.0,"(3.0, 0.5, 0.096)"
17,2220.192,1562.5822,3166.1675,16.395851,7.7858744,68.72452,65536000.0,"(3.0, 0.5, 0.141)"
18,881.74634,585.4638,1301.3792,20.031414,9.631454,62.973854,65536000.0,"(3.0, 0.5, 0.208)"
19,324.85986,221.35338,481.7626,26.403109,11.599088,95.434364,65536000.0,"(3.0, 0.5, 0.306)"
20,165.35185,103.10966,263.7806,30.837643,13.163085,105.322914,65536000.0,"(3.0, 0.5, 0.45)"
21,55034.55,42025.25,74627.88,9.970236,4.8933525,37.20221,65536000.0,"(3.0, 1.0, 0.044)"
22,19405.799,13921.153,26041.613,12.417876,5.8479905,39.839397,65536000.0,"(3.0, 1.0, 0.065)"
23,7223.4434,5309.8843,10514.193,17.546509,7.7107053,68.50664,65536000.0,"(3.0, 1.0, 0.096)"
24,2550.4194,1661.4971,3981.0115,24.598967,8.834908,104.69675,65536000.0,"(3.0, 1.0, 0.141)"
25,993.3363,633.7603,1633.4347,31.054768,11.348736,107.73789,65536000.0,"(3.0, 1.0, 0.208)"
26,378.0453,234.21837,628.02026,41.498684,12.359602,164.8259,65536000.0,"(3.0, 1.0, 0.306)"
27,170.64552,96.54619,309.00766,50.812786,13.77339,234.17853,65536000.0,"(3.0, 1.0, 0.45)"
28,44368.473,35484.73,57855.49,6.1984997,2.9570506,17.601723,65536000.0,"(4.0, 0.5, 0.044)"
29,15727.403,11851.442,20459.543,9.174206,4.365182,34.63236,65536000.0,"(4.0, 0.5, 0.065)"
30,5532.0737,4053.0696,7290.9604,12.628299,5.7675776,42.785892,65536000.0,"(4.0, 0.5, 0.096)"
31,2144.1028,1490.8142,3144.4675,16.705568,7.1042776,64.96422,65536000.0,"(4.0, 0.5, 0.141)"
32,836.75854,559.1907,1239.915,24.691063,9.02965,109.62764,65536000.0,"(4.0, 0.5, 0.208)"
33,344.8192,223.53467,575.18097,30.857086,10.182063,170.76544,65536000.0,"(4.0, 0.5, 0.306)"
34,138.96523,84.56438,221.75099,34.556896,13.164586,177.37627,65536000.0,"(4.0, 0.5, 0.45)"
35,49227.17,37042.25,64137.438,10.679563,5.1848,26.76137,65536000.0,"(4.0, 1.0, 0.044)"
36,18242.844,13405.164,27752.904,16.709593,6.6533904,68.95216,65536000.0,"(4.0, 1.0, 0.065)"
37,6475.4277,4393.49,9397.356,20.228577,7.7205524,84.47235,65536000.0,"(4.0, 1.0, 0.096)"
38,2418.4358,1571.5974,3615.196,27.456026,10.46529,120.29275,65536000.0,"(4.0, 1.0, 0.141)"
39,964.7728,579.5291,1770.6132,48.065624,12.390966,229.6456,65536000.0,"(4.0, 1.0, 0.208)"
40,374.26288,207.30313,769.36,61.159447,14.507723,301.47974,65536000.0,"(4.0, 1.0, 0.306)"
41,161.1464,89.84698,351.18423,72.57379,17.403723,301.5477,65536000.0,"(4.0, 1.0, 0.45)"
