band,obs_var,var_exclude_0,var_exclude_25,var_exclude_50,var_exclude_75,var_exclude_100,var_exclude_150,var_exclude_200,var_exclude_250,var_exclude_300,var_exclude_350,var_exclude_500,kstest_stat_0,kstest_stat_25,kstest_stat_50,kstest_stat_75,kstest_stat_100,kstest_stat_150,kstest_stat_200,kstest_stat_250,kstest_stat_300,kstest_stat_350,kstest_stat_500,kstest_stat_plus100,kstest_stat_plus75,kstest_stat_plus50,kstest_stat_plus25,kstest_stat_plus0,kstest_stat_minus25,kstest_stat_minus50,kstest_stat_minus75,kstest_stat_minus100,best_augmented_var
2,409699152231640.4,409699152231640.4,264975511008135.2,225449787939794.88,197500010203070.9,177100405362991.03,146448519599667.9,123272292294929.44,104716755002155.6,90243177872157.05,78233851389121.8,51932111147751.83,0.0107106330220528,0.0148249004974513,0.0249254896966221,0.0340254587924385,0.0412499834448137,0.0582320512588514,0.0762210085241476,0.0939720396464645,0.109838813102741,0.1248492366957599,0.1657337889452316,0.06006309821894634,0.048889743050429146,0.035260991192982094,0.018645782532368704,0.010710633022052884,,,,,
5,914469442114363.2,914469442114363.2,655948703075689.2,523636706312746.8,441861713224654.2,379425062032637.7,297212427401078.9,242146392224802.25,204733942846359.44,176360442527113.7,153858787378227.97,113618306641206.78,0.0281898066832675,0.0223442642573541,0.0177592301870762,0.0149611340038207,0.0184631458498961,0.0237953078410841,0.028119971426519,0.0324794332260546,0.0375282414827625,0.0432095969575373,0.0587914179590044,0.026032930457995027,0.02370679456374114,0.021184034607426256,0.018401917912929666,0.014961134003820709,0.017248404541642115,0.02106439825027663,0.02274933269379173,,
8,187586356018590.44,187586356018590.44,155433791902536.72,137076952407300.5,124053644195673.1,114298370579362.4,99194175181033.05,88275916597988.31,79511827332560.03,72468759117290.5,66860947672218.6,55404018919939.945,0.0217325730005995,0.0209840933231174,0.0185093036206759,0.0156460936304466,0.0137208801664612,0.0104547846498779,0.0115626856289048,0.0134273136162836,0.0153683514923501,0.0172858262629974,0.0236803854672031,0.013400201851095472,0.012476370254291227,0.011573642711884768,0.010591845262494518,0.010454784649877938,0.011850720751230337,0.013361054826484864,0.015089431201891934,0.017450301378982236,
11,14502054247124.256,14502054247124.256,11312961967425.58,10803593211245.752,10485901825620.877,10229936029274.062,9837980076023.342,9519374954306.156,9242857393882.293,9010228533989.045,8805230270782.705,8310515642044.144,0.0069413130287599,0.0069413130287599,0.0069413130287599,0.0066403279232436,0.0055952380770942,0.0040932154769313,0.0043487835053482,0.004960427120584,0.0055861513350161,0.0060670750478175,0.0086808436287014,0.006942012955743815,0.00544821139082774,0.004349268945552301,0.004034721835118951,0.0040686323217726805,0.004095806237456423,0.004095806237456423,0.004095806237456423,0.004095806237456423,9672489019309.273
14,415428583880585.0,415428583880585.0,397312788829665.44,387234296140537.06,379282740096576.6,372447413316044.7,360738786723508.9,350627729750464.0,341569024984691.9,333333071888881.06,325690790944056.1,306044884290398.0,0.0183638630219277,0.0193361152364791,0.020652887763897,0.0203239228529198,0.0211606650954138,0.0214398464426617,0.0225038740914481,0.0231890781801864,0.0233184480195288,0.02428129334908,0.0259056186806898,0.020215553612709103,0.019822873150423706,0.019428351772344338,0.019029433926846487,0.018363863021927718,,,,,
17,388000856616634.1,388000856616634.1,379762851090806.1,374485511291589.5,370110304815445.2,366212014497565.6,359364342231213.6,353326814550929.5,347925711783356.0,342980542759633.9,338403103283719.0,326195838149475.94,0.0019163041520537,0.0028318164531985,0.0029519036009994,0.0037469021669144,0.0036788329342709,0.0045484692955915,0.0053605229200013,0.0062609956379824,0.0072661350479645,0.008248450068617,0.0113147612727095,0.003552131075245657,0.003371158567603283,0.0026219324753114087,0.0021142317482084477,0.0019163041520537383,,,,,
20,73347687206759.22,73347687206759.22,69973589757171.42,68301494431205.79,66997971022927.4,65901787145563.75,64052693489984.0,62495812952851.37,61140520685770.72,59926468094051.99,58827315329215.39,56007807480375.85,0.0054851282186262,0.0040352583365016,0.0033071315009931,0.0026559097592403,0.0023636524398766,0.0030190518678913,0.0037613420684619,0.0044856499476632,0.0052566499483921,0.0059988985804388,0.0081216735283983,0.0037491999127306427,0.0033874250788413877,0.0030190518678913404,0.002721873213672352,0.0023636524398766186,0.002655909759240349,0.00316020952580498,0.003976392251816785,0.005214025911336573,
23,11111633183672.066,11111633183672.066,10827298547846.72,10661343194314.58,10525155073383.68,10405865997339.414,10199934620362.133,10021730287096.352,9862255401201.3,9717103025000.098,9583278616888.166,9230396671796.531,0.001779928224236,0.000832518075732,0.001233293301628,0.0015812938464176,0.0020717167108134,0.0028553435739989,0.0037365534529293,0.0045743360107949,0.0053653026095261,0.006120433563732,0.0082502723264369,0.002584056219875362,0.002091837171150329,0.0016408931177789958,0.002058281992194211,0.0008325180757320361,0.0030154491496374725,,,,
26,3111673715826.633,3111673715826.633,3004320954410.862,2943620590431.9883,2894343450067.256,2851879145232.0034,2779520060194.487,2717976561385.7803,2663863272041.8545,2615171237809.291,2570623048564.907,2454905420162.414,0.0005981659432234,0.0009304849885488,0.0017142080376298,0.0023804585307246,0.0029633493951927,0.0039913292847208,0.0049101986833215,0.0057844862013936,0.0064009255253424,0.0069889496716567,0.0091883288972699,0.0028602389150154603,0.002236059499877145,0.0016357492202564508,0.0008320977769216975,0.0005981659432234832,,,,,
30,35571392264.8697,35571392264.8697,34199196238.72059,33416307375.72741,32774339841.58396,32213826888.73297,31253511101.75172,30433135035.65758,29708047102.535137,29051836554.02452,28449913605.566235,26885528443.39009,0.002212616341142,0.0032691497127814,0.0031191575327332,0.003671426796203,0.0041645047538507,0.0052265906783323,0.0061759880902903,0.0070488860929824,0.0076903329113279,0.0084839364958287,0.0105645157697763,0.005028001958788823,0.004435595050021446,0.00398494774904351,0.0031531445909526445,0.0022126163411420874,,,,,
