band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05
2,10.134422,9.643435,10.646572,1.6213522,1.1836832,2.1597786,31800.0,0.0034661060093252316,0.2,9.1,2.0169902358665907e-08,0.0,10.134422,0.007610577267092261
5,5.42439,5.1648307,5.694692,1.5568814,1.0348669,2.2470355,41340.0,0.002571387231145361,1.0,1.4,1.8151684465079476,25.0,5.2639885,0.006675487131142218
8,2.9748478,2.8336635,3.120628,1.5415745,1.0658181,2.1755729,66780.0,0.0031978040293493826,0.3,7.6,2.9174579104621274e-05,50.0,2.8757958,0.005252925654717587
11,1.6950549,1.6103996,1.7843001,1.9223003,1.1526672,3.322009,104940.0,0.0016696639721338613,0.5,3.8,0.013378553368786208,50.0,1.6450269,0.004190789733660874
14,0.92622846,0.881725,0.9731252,1.7057948,1.0837425,3.0058448,162180.0,0.0025767875957370956,1.1,1.2,0.40500238548888096,50.0,0.901737,0.0033713207320740964
17,0.51818645,0.4928552,0.5447789,1.7715883,1.1085786,3.4905186,257580.0,0.0008280792199057974,0.7,1.9,0.050198047674760014,25.0,0.50929636,0.0026752851133031844
20,0.26062724,0.24778943,0.27453458,1.9561996,1.1437149,5.900508,381600.0,0.0009300378833981826,0.6,2.4,0.010439592019374165,25.0,0.2562057,0.002198066092435259
23,0.12215869,0.1160552,0.12869267,2.0418558,1.2526941,3.8817518,610560.0,0.0014868475569715378,0.9,1.3,0.03266508050495717,75.0,0.117447,0.0017377962858799252
26,0.04917801,0.04615113,0.053056452,5.0354824,1.8246825,19.982931,973080.0,0.0007504780114355181,0.2,7.9,1.6896964757218285e-10,25.0,0.04763038,0.0013765848003003353
29,0.01554814,0.014030669,0.017972944,20.922686,4.49984,88.63337,1376940.0,0.0016561569935995557,0.2,7.0,7.773512193679082e-11,100.0,0.0135306865,0.0011572531101864485
32,0.0013369159,0.001273765,0.0014023694,1.4744663,0.99268293,2.485555,419760.0,0.001396935497456557,0.5,3.9,1.0237021153068956e-05,50.0,0.001304606,0.0020957932105484973
