filter_idx,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group
0,53968.477,42842.637,65663.234,4.5294194,2.6715407,9.9297285,65536000.0,"(2.0, 0.5, 0.044)"
1,20821.295,16402.219,26296.404,5.743,3.3426003,14.397355,65536000.0,"(2.0, 0.5, 0.065)"
2,7666.59,6005.215,9682.268,7.0840797,3.8446941,16.008696,65536000.0,"(2.0, 0.5, 0.096)"
3,3192.9138,2420.7083,4104.833,8.65482,4.7672215,21.822508,65536000.0,"(2.0, 0.5, 0.141)"
4,1371.6312,1016.4411,1742.1873,9.491283,5.4251094,24.351202,65536000.0,"(2.0, 0.5, 0.208)"
5,537.38885,396.5403,695.8591,10.527098,5.6723113,24.628796,65536000.0,"(2.0, 0.5, 0.306)"
6,364.30988,267.56274,482.30508,10.603776,6.072431,26.28648,65536000.0,"(2.0, 0.5, 0.45)"
7,76423.195,61806.156,95057.445,5.32518,3.04286,11.335867,65536000.0,"(2.0, 1.0, 0.044)"
8,28467.82,21926.428,36817.164,7.5978727,3.7405975,19.843456,65536000.0,"(2.0, 1.0, 0.065)"
9,11275.832,8693.419,14518.498,8.902124,4.48817,30.616276,65536000.0,"(2.0, 1.0, 0.096)"
10,4387.605,3319.58,5825.1177,10.531976,5.080832,31.424643,65536000.0,"(2.0, 1.0, 0.141)"
11,1762.8989,1260.4213,2366.7957,12.330162,5.9805775,43.154724,65536000.0,"(2.0, 1.0, 0.208)"
12,745.6645,528.93805,1012.0757,13.569963,6.4410796,45.177895,65536000.0,"(2.0, 1.0, 0.306)"
13,384.10773,284.34375,517.42163,14.839424,7.2483044,50.776234,65536000.0,"(2.0, 1.0, 0.45)"
14,51914.2,41686.004,65051.332,5.8377953,3.3291972,16.338778,65536000.0,"(3.0, 0.5, 0.044)"
15,20121.014,15447.533,26134.682,7.6497793,4.1561832,18.7133,65536000.0,"(3.0, 0.5, 0.065)"
16,7553.185,5814.3687,9803.293,9.749014,5.0442734,29.01981,65536000.0,"(3.0, 0.5, 0.096)"
17,2907.1948,2123.0745,3915.211,12.439499,6.363569,40.227215,65536000.0,"(3.0, 0.5, 0.141)"
18,1239.65,877.90393,1748.8369,14.423132,6.8848867,54.33668,65536000.0,"(3.0, 0.5, 0.208)"
19,561.3305,413.12927,777.4939,15.390804,7.532159,61.881798,65536000.0,"(3.0, 0.5, 0.306)"
20,284.76028,202.90848,404.3398,15.329744,7.934065,57.69226,65536000.0,"(3.0, 0.5, 0.45)"
21,61206.117,46783.438,81083.195,9.796426,5.0349927,25.327528,65536000.0,"(3.0, 1.0, 0.044)"
22,22796.803,16514.635,30120.648,11.251803,5.460247,29.790302,65536000.0,"(3.0, 1.0, 0.065)"
23,9137.883,6802.1636,13172.245,16.35892,7.0332103,61.826324,65536000.0,"(3.0, 1.0, 0.096)"
24,3432.6167,2363.0771,5119.747,18.990582,7.5552025,76.0019,65536000.0,"(3.0, 1.0, 0.141)"
25,1459.5114,991.5533,2277.9783,23.97234,8.661948,92.116806,65536000.0,"(3.0, 1.0, 0.208)"
26,652.549,448.37283,963.86163,22.443838,8.222865,99.75556,65536000.0,"(3.0, 1.0, 0.306)"
27,318.5771,212.19495,486.20966,24.926025,9.167426,110.44149,65536000.0,"(3.0, 1.0, 0.45)"
28,50571.727,40431.79,65892.164,6.679678,2.8838775,25.129753,65536000.0,"(4.0, 0.5, 0.044)"
29,18909.94,14231.982,25055.006,9.745888,4.055307,39.57902,65536000.0,"(4.0, 0.5, 0.065)"
30,6842.406,5137.359,8976.54,11.165505,4.913157,52.805687,65536000.0,"(4.0, 0.5, 0.096)"
31,2787.0925,1992.6383,4351.8726,15.390659,5.7222915,107.20398,65536000.0,"(4.0, 0.5, 0.141)"
32,1247.4126,903.2397,1744.5676,15.6654,6.3431206,81.22659,65536000.0,"(4.0, 0.5, 0.208)"
33,554.5676,392.87805,842.0141,19.098263,7.0591364,117.15437,65536000.0,"(4.0, 0.5, 0.306)"
34,266.8606,186.1339,383.85413,17.195349,7.6414614,88.66722,65536000.0,"(4.0, 0.5, 0.45)"
35,57588.613,42649.195,85053.41,14.231262,5.261082,80.49723,65536000.0,"(4.0, 1.0, 0.044)"
36,21983.225,16417.64,33028.25,15.000921,6.192299,66.08119,65536000.0,"(4.0, 1.0, 0.065)"
37,7936.631,5452.11,11634.319,19.419737,7.0005,89.8065,65536000.0,"(4.0, 1.0, 0.096)"
38,3282.5146,2210.4067,5667.2046,30.935406,8.547705,207.98854,65536000.0,"(4.0, 1.0, 0.141)"
39,1444.2435,948.2682,2557.7957,34.89251,8.71456,193.39052,65536000.0,"(4.0, 1.0, 0.208)"
40,636.5207,409.50058,1040.0055,28.717112,9.065942,157.45232,65536000.0,"(4.0, 1.0, 0.306)"
41,288.79776,194.62756,482.28543,30.239223,9.707455,156.58919,65536000.0,"(4.0, 1.0, 0.45)"
