filter_idx,params,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples,filter_group,kstest_stat_initial,initial_r,initial_eta,initial_scale,initial_exclude_cutoff,best_augmented_var,kstest_stat_cutoff_0.05,kstest_stat_best,best_r,best_eta,best_scale,best_exclude_cutoff,n_pval_0.05,param_gaussian,kstest_stat_gaussian,kstest_pval_gaussian,param_laplace,kstest_stat_laplace,kstest_pval_laplace,param_t,kstest_stat_t,kstest_pval_t,kstest_pval_gengamma
0,"(2.0, 0.5, 0.044)",53968.477,42842.637,65663.234,4.5294194,2.6715407,9.9297285,65536000.0,"(2.0, 0.5, 0.044)",0.0073547851869689,0.8,-1.0,81198.94785498692,0.0,53968.4765625,0.0001677585889693,0.0057433359315615,0.9,-1.02,99893.94699617635,0.0,54000,142.493,0.0589788,0.0,121.621,0.0336706,0.0,97.37,0.0375804,0.0,0.0
1,"(2.0, 0.5, 0.065)",20821.295,16402.219,26296.404,5.743,3.3426003,14.397355,65536000.0,"(2.0, 0.5, 0.065)",0.0038339913104782,0.9,-1.1,46660.56770103234,0.0,20821.294921875,0.0001677585889693,0.0032599550516622,0.94,-1.1,48943.19122609495,0.0,182250,79.7715,0.0651967,0.0,67.9157,0.0402199,0.0,53.7922,0.0433625,0.0,0.0
2,"(2.0, 0.5, 0.096)",7666.59,6005.215,9682.268,7.0840797,3.8446941,16.008696,65536000.0,"(2.0, 0.5, 0.096)",0.0044281594508295,0.8,-1.1,14162.766920426737,50.0,7666.58984375,0.0001677585889693,0.0039340789684473,0.7,-1.09,11604.409871209384,0.0,121500,44.8561,0.0677206,0.0,38.3199,0.0426398,0.0,30.102,0.0450937,0.0,0.0
3,"(2.0, 0.5, 0.141)",3192.9138,2420.7083,4104.833,8.65482,4.7672215,21.822508,65536000.0,"(2.0, 0.5, 0.141)",0.0043648491234128,0.6,-1.1,3631.311097679864,0.0,3192.913818359375,0.0001677585889693,0.0035364618282377,0.63,-1.1,4048.448857820362,0.0,144000,26.8136,0.071009,0.0,22.8515,0.046346,0.0,17.8536,0.0484544,0.0,0.0
4,"(2.0, 0.5, 0.208)",1371.6312,1016.4411,1742.1873,9.491283,5.4251094,24.351202,65536000.0,"(2.0, 0.5, 0.208)",0.0053943858344614,0.6,-1.1,1477.7153161887454,50.0,1371.6312255859375,0.0001677585889693,0.0036674764296923,0.6,-1.12,1666.377469819617,0.0,144000,16.5912,0.0734265,0.0,14.1885,0.0486325,0.0,11.0339,0.050295,0.0,0.0
5,"(2.0, 0.5, 0.306)",537.38885,396.5403,695.8591,10.527098,5.6723113,24.628796,65536000.0,"(2.0, 0.5, 0.306)",0.0092540848686085,0.8,-1.2,1420.7924711686956,0.0,520.0572509765625,0.0001677585889693,0.0092540335448244,0.82,-1.2,1417.84362543184,25.0,22780,9.4808,0.0782844,0.0,8.05866,0.0540847,0.0,6.25653,0.0558033,0.0,0.0
6,"(2.0, 0.5, 0.45)",364.30988,267.56274,482.30508,10.603776,6.072431,26.28648,65536000.0,"(2.0, 0.5, 0.45)",0.0119557512480501,0.8,-1.2,821.215763017494,200.0,301.731201171875,0.0001677585889693,0.0119517156665321,0.72,-1.2,688.1454244939558,250.0,13500,7.41032,0.0826215,0.0,6.283,0.0586717,0.0,4.87037,0.0603174,0.0,0.0
7,"(2.0, 1.0, 0.044)",76423.195,61806.156,95057.445,5.32518,3.04286,11.335867,65536000.0,"(2.0, 1.0, 0.044)",0.0061074990784195,0.7,-0.9,70326.058944185,50.0,73572.8515625,0.0001677585889693,0.0040901234266159,0.8,-0.95,99460.91818222236,50.0,108000,173.373,0.0523051,0.0,148.57,0.0266621,0.0,118.777,0.0304674,0.0,0.0
8,"(2.0, 1.0, 0.065)",28467.82,21926.428,36817.164,7.5978727,3.7405975,19.843456,65536000.0,"(2.0, 1.0, 0.065)",0.0034857642581663,1.1,-1.1,71116.98126329879,100.0,28467.8203125,0.0001677585889693,0.0022378758805031,0.8,-1.07,50674.64180235277,0.0,384000,93.4716,0.060592,0.0,79.5655,0.0356452,0.0,63.3257,0.0391683,0.0,1.6623571999999996e-285
9,"(2.0, 1.0, 0.096)",11275.832,8693.419,14518.498,8.902124,4.48817,30.616276,65536000.0,"(2.0, 1.0, 0.096)",0.0033794312512906,0.9,-1.1,23113.21740121286,100.0,11275.83203125,0.0001677585889693,0.0027269351328989,0.7,-1.08,16585.92263560556,0.0,256000,54.8961,0.0639951,0.0,46.6347,0.0393434,0.0,36.9135,0.0425093,0.0,0.0
10,"(2.0, 1.0, 0.141)",4387.605,3319.58,5825.1177,10.531976,5.080832,31.424643,65536000.0,"(2.0, 1.0, 0.141)",0.0045295082923251,0.7,-1.1,6838.437902427029,0.0,4387.60498046875,0.0001677585889693,0.0027974833206566,0.6,-1.07,4543.312555435666,0.0,243000,32.1607,0.0670708,0.0,27.421,0.0420751,0.0,21.6132,0.0447785,0.0,0.0
