band,total_samples,initial_r,initial_eta,kstest_stat_initial,initial_exclude_cutoff,best_r,best_eta,best_scale,kstest_stat_best,best_exclude_cutoff,n_pval_0.05
2,2880.0,0.1,13.0,0.0064356363521069,0.0,0.1,13.0,4.011147557149722e-08,0.0064356363521069,0.0,46705
5,8640.0,0.1,7.7,0.0077942814582513,75.0,0.1,7.7,2.619858802341867e-06,0.0077942814582513,75.0,29160
8,24480.0,0.2,14.0,0.0046218121886101,150.0,0.2,14.0,12501.678811421258,0.0046218121886101,150.0,82620
11,67680.0,0.2,20.0,0.0013906303872118,75.0,0.21,20.0,1684.2653515707561,0.0013713822691029057,75.0,975690
14,100000.0,0.2,6.9,0.0023421640955136,150.0,0.2,6.6,15860.466843016413,0.002283051209873599,125.0,337500
17,100000.0,0.1,3.5,0.012622534463042,0.0,0.1,3.5,0.0017447639704203,0.012622534463042,0.0,11863
20,100000.0,0.1,6.0,0.0012432332089646,0.0,0.1,6.0,1.3271361199254934e-05,0.0012432332089646,0.0,1139062
23,100000.0,0.1,14.0,0.0009655979079263,50.0,0.1,14.0,9.003162701313088e-10,0.0009655979079263,50.0,1922166
26,100000.0,0.1,9.1,0.0011130645863226,25.0,0.1,9.1,1.3034785943761944e-08,0.0011130645863226,25.0,1441624
29,100000.0,0.1,5.6,0.00159144303984,0.0,0.1,5.6,1.762829232779557e-08,0.00159144303984,0.0,759375
