band,obs_var,var_lower,var_upper,obs_kurt,kurt_lower,kurt_upper,total_samples
2,399738173453575.94,367837203604726.3,433621504556627.0,8.308722966625368,6.349554555902802,10.111189885960911,5760.0
5,945656165036656.4,831657957591686.8,1067561272343453.9,21.407479949345888,18.436008373826066,24.579486900915956,17280.0
8,193337386994184.88,166582671403546.28,223101493435237.2,30.033635593740065,21.827850173086148,39.76688842824701,48960.0
11,14489920729337.732,11603364599790.31,19424137585991.652,109.84356205552011,14.069253384018618,286.78017685519904,135360.0
14,412689750530409.6,376974253521172.56,452601957120810.8,10.756559776232585,7.435287853780985,16.709612531287277,374400.0
17,388133983197902.75,365608444984016.94,412038501858688.75,3.3762457700868795,2.2750814842985863,6.317527096897854,1039680.0
20,73429196979630.02,67274983797368.28,81569000884650.33,11.90397530809521,5.125786546259029,39.95167183651686,2885760.0
23,11116908810624.562,10441206470144.557,11895659922890.043,4.427662634674905,2.4413456903675157,12.286132214476416,8015040.0
26,3114404628355.0464,2882783267264.8022,3379203914564.9385,7.239103958628695,4.210164701129943,17.434986621819256,22242240.0
30,35580601947.2557,32645639787.53977,38973767901.78729,9.75473651736742,6.109576443262327,21.808614343919874,16721280.0
